idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
1480	- Hun havde antagelig sine grunde , Loulou .	hun havde antagelig sine grunde loulou	O C O O O O	hun antagelig havde sine grunde loulou	O O F O O O
1481	Vi har været ude for , at der er gået ild i den øverste del af et solarie .	vi har været ude for at der er gået ild i den øverste del af et solarie	O C C O O O O C C O O O O O O O O	vi har været ude for at der er gået ild i den øverste del af et solarie	O C C O O O O C C O O O O O O O O
1482	Denne kendsgerning er det vigtigste for mig , når jeg skal fortælle noget positivt om det fornuftstridige vejrlig , for sumpkvækkerne kan ikke som ellers komme farende op af deres starthuller som jord til jord missiler .	denne kendsgerning er det vigtigste for mig når jeg skal fortælle noget positivt om det fornuftstridige vejrlig for sumpkvækkerne kan ikke som ellers komme farende op af deres starthuller som jord til jord missiler	O O C O O O O O O O C C O O O O O O O C O O O C C O O O O O O O O O	denne kendsgerning det vigtigste for mig for er fortælle når jeg skal noget positivt om det fornuftstridige vejrlig sumpkvækkerne komme ikke farende som ellers kan op af deres starthuller som jord til jord missiler	O O O O O O O F F O O F O O O O O O O F O F O O F O O O O O O O O O
1483	Vil du ... vil du gifte dig med mig , Trine ?	vil du ... vil du gifte dig med mig trine	C O O C O C O O O O	vil du ... vil du gifte dig med mig trine	C O O C O C O O O O
1484	Men det er ikke bare ejere af solcentre , der piller ved solarierne .	men det er ikke bare ejere af solcentre der piller ved solarierne	O O C O O O O O O C O O	men er det ikke bare ejere af solcentre der piller ved solarierne	O F O O O O O O O C O O
1485	Han sparkede B1909s Ole Juel ned som en hævnakt 20 minutter før tid .	han sparkede b1909s ole juel ned som en hævnakt 20 minutter før tid	O C O O O O O O O O O O O	han b1909s sparkede ole juel ned som en hævnakt 20 minutter før tid	O O F O O O O O O O O O O
1486	Han talte et stykke tid i røret , og da han lagde det fra sig , strakte han sig og sukkede tilfreds .	han talte et stykke tid i røret og da han lagde det fra sig strakte han sig og sukkede tilfreds	O C O O O O O O C O O O O C O O O O C O	han talte et stykke tid i røret og strakte han sig da han lagde det fra sig og sukkede tilfreds	O C O O O O O O C O O O O C O O O O C O
1487	""" Vi kan mødes derude klokken nitten ."	vi kan mødes derude klokken nitten	O C C O O O	vi kan derude mødes klokken nitten	O C O F O O
1488	Og dermed er en spændende historie ved at være historie .	og dermed er en spændende historie ved at være historie	O O C O O O O O C O	og dermed en spændende historie ved være er at historie	O O O O O O F F O O
1489	En detalje , der gav mit aha , mit oho , mit nånå , mit sese og mit hmhm en lille tone af skuffelse .	en detalje der gav mit aha mit oho mit nånå mit sese og mit hmhm en lille tone af skuffelse	O O O C O O O O O O O O O O O O O O O O	en detalje der gav mit aha mit oho mit nånå mit sese og mit hmhm en lille tone af skuffelse	O O O C O O O O O O O O O O O O O O O O
1490	De lykkelige øjeblikke kommer altid bag på mig .	de lykkelige øjeblikke kommer altid bag på mig	O O O C O O O O	de lykkelige øjeblikke kommer altid bag på mig	O O O C O O O O
1491	En almindelig menneskelig reaktion er , at man har lettere ved at trække fra end at lægge til , når man vurderer andres indsats .	en almindelig menneskelig reaktion er at man har lettere ved at trække fra end at lægge til når man vurderer andres indsats	O O O O C O O C O O O C O O O C O O O C O O	en almindelig menneskelig er reaktion at man lettere har ved at trække fra end at lægge til når vurderer man andres indsats	O O O F O O O O F O O C O O O C O O F O O O
1492	- Hvorfor hedder den Pjuske ? spørger manden .	hvorfor hedder den pjuske spørger manden	O C O O C O	hvorfor hedder den pjuske spørger manden	O C O O C O
1493	- Mærkede du ikke , at hun havde en anden mand ?	mærkede du ikke at hun havde en anden mand	C O O O O C O O O	du mærkede ikke havde at hun en anden mand	O F O F O O O O O
1494	""" Men de lod tyskerne gøre det beskidte arbejde , "" kommenterede en kroatisk embedsmand , da champagnepropperne røg til vejrs og Bonns særlige udsending , Klaus-Peter Klaiber , udvekslede håndtryk med Kroatiens præsident Franjo Tudjman ."	men de lod tyskerne gøre det beskidte arbejde kommenterede en kroatisk embedsmand da champagnepropperne røg til vejrs og bonns særlige udsending klaus-peter klaiber udvekslede håndtryk med kroatiens præsident franjo tudjman	O O C O C O O O C O O O O O C O O O O O O O O C O O O O O O	men de tyskerne lod gøre det beskidte arbejde kommenterede en kroatisk embedsmand da champagnepropperne røg til vejrs og bonns særlige udsending klaus-peter klaiber håndtryk med kroatiens præsident udvekslede franjo tudjman	O O O F C O O O C O O O O O C O O O O O O O O O O O O F O O
1495	En velsignet træthed melder sig , da jeg før middagen sidder foran pejsen og stirrer ind i ilden .	en velsignet træthed melder sig da jeg før middagen sidder foran pejsen og stirrer ind i ilden	O O O C O O O O O C O O O C O O O	en velsignet træthed sig melder da jeg sidder før middagen foran pejsen og stirrer ind i ilden	O O O O F O O F O O O O O C O O O
1496	Ingen kan være revisor for et børsnoteret selskab i mere end fem år , så skal nye øjne se på det .	ingen kan være revisor for et børsnoteret selskab i mere end fem år så skal nye øjne se på det	O C C O O O O O O O O O O O C O O C O O	ingen revisor for et børsnoteret selskab i være mere end fem år så kan se nye øjne skal på det	O O O O O O O F O O O O O F F O O F O O
1497	Nu indgår DDR-materiellet i den tyske NATO-hær , og selv om der fortsat er stationeret et stort antal russiske soldater i det tidligere Østtyskland , så vurderes truslen herfra som værende hypotetisk .	nu indgår ddr-materiellet i den tyske nato-hær og selv om der fortsat er stationeret et stort antal russiske soldater i det tidligere østtyskland så vurderes truslen herfra som værende hypotetisk	O C O O O O O O O O O O C C O O O O O O O O O O C O O O C O	nu indgår ddr-materiellet i den tyske nato-hær og selv om der fortsat er stationeret et stort antal russiske soldater i det tidligere østtyskland så vurderes truslen herfra som værende hypotetisk	O C O O O O O O O O O O C C O O O O O O O O O O C O O O C O
1498	- Nå , ja , okay , trætte er vi jo også , svarer far og orker ikke mere .	nå ja okay trætte er vi jo også svarer far og orker ikke mere	O O O O C O O O C O O C O O	nå ja svarer okay er trætte vi jo også far orker og ikke mere	O O F O C O O O O O F O O O
1499	""" Den bold glemmer jeg ikke lige med det samme , "" fastslog Hauth efter stævnet , "" men ellers er jeg faktisk godt tilfreds med , at jeg var så nær ved mod Grubba og bagefter også tog sæt fra Appelgren og viste noget af det bedste , jeg kan . """	den bold glemmer jeg ikke lige med det samme fastslog hauth efter stævnet men ellers er jeg faktisk godt tilfreds med at jeg var så nær ved mod grubba og bagefter også tog sæt fra appelgren og viste noget af det bedste jeg kan	O O C O O O O O O O O C O O O O O O O C O O O O O C O O O O O O C O O O O C O O O O O C	den bold jeg ikke lige med det samme men ellers glemmer var er jeg faktisk godt tilfreds med at jeg så nær ved mod grubba fastslog hauth efter stævnet tog og bagefter også sæt fra appelgren og viste noget af det bedste jeg kan	O O O O O O O O O O F F F O O O O O O O O O O O O C O O O F O O O O O O O C O O O O O C
1500	Det rene helvede kan bryde løs når som helst .	det rene helvede kan bryde løs når som helst	O O O C C O O O O	det rene helvede løs kan når bryde som helst	O O O O F O F O O
1501	Svenskeren forbereder sig grundigt .	svenskeren forbereder sig grundigt	O C O O	svenskeren forbereder sig grundigt	O C O O
1502	"Jeg har aftalt med min kone , at nu vil vi se fremad . """	jeg har aftalt med min kone at nu vil vi se fremad	O C C O O O O O C O C O	jeg med min kone at nu har vil aftalt vi fremad se	O O O O O O F F F O O F
1503	""" Vi sender i sæsonen fire fly af sted til Ibiza om ugen med i alt 700-750 danskere , og det er klart , at vi ikke kan finde os i , at en af vores gæster er blevet overfaldet af det lokale politi , "" siger Jens Veino , direktør , Larsen Rejser , efter at 17-årige Mark Georgi fra Taastrup stod frem i B.T. og fortalte , hvad der sker med de turister , der af en eller anden ubetydelig årsag kommer til at irritere det spanske politi ."	vi sender i sæsonen fire fly af sted til ibiza om ugen med i alt 700-750 danskere og det er klart at vi ikke kan finde os i at en af vores gæster er blevet overfaldet af det lokale politi siger jens veino direktør larsen rejser efter at 17-årige mark georgi fra taastrup stod frem i b.t. og fortalte hvad der sker med de turister der af en eller anden ubetydelig årsag kommer til at irritere det spanske politi	O C O O O O O O O O O O O O O O O O O C O O O O O O C C C O O O O O O O C C O O C O O O O O O O O O O O O C O O O O C O O C O O O O O O O O O O C O O C O O O	vi sender i sæsonen fire fly af sted til ibiza om ugen med i alt 700-750 danskere og det er klart at en af vores gæster er blevet overfaldet af det lokale politi at finde vi kan ikke os i jens veino siger direktør larsen rejser efter at 17-årige mark georgi fra taastrup frem stod i b.t. og fortalte hvad der sker med de turister der af en eller anden ubetydelig årsag kommer til irritere at det spanske politi	O C O O O O O O O O O O O O O O O O O C O O O O O O C C C O O O O O F O C O O O O O F O O O O O O O O O O O F O O O C O O C O O O O O O O O O O C O F O O O O
1504	Søren Sætter-Lassen spiller den lidende Goldberg og i rollerne som skuespillerne i Mr. Jays teater ses Tammi Øst , Kirsten Olesen , Ole West Madsen , Jannie Faurschou , Peter Gilsfort og Ulver Skuli Abildgaard .	søren sætter-lassen spiller den lidende goldberg og i rollerne som skuespillerne i mr. jays teater ses tammi øst kirsten olesen ole west madsen jannie faurschou peter gilsfort og ulver skuli abildgaard	O O C O C O O O O O O O O O O C O O O O O O O O O O O O O O O	søren sætter-lassen den lidende spiller goldberg og i rollerne som skuespillerne i mr. jays teater ses tammi øst kirsten olesen ole west madsen jannie faurschou peter gilsfort og ulver skuli abildgaard	O O O F F O O O O O O O O O O C O O O O O O O O O O O O O O O
1505	Som leder af Filmskolen i Danmark har har således været med til at udvirke , at instruktøren Gert Fredholm netop nu er på vej til Zimbabwe for at opbygge en filmuddannelse .	som leder af filmskolen i danmark har har således været med til at udvirke at instruktøren gert fredholm netop nu er på vej til zimbabwe for at opbygge en filmuddannelse	O O O O O O C O O C O O O C O O O O O O C O O O O O O C O O	som leder af filmskolen i danmark har været således har med til at udvirke at instruktøren gert fredholm netop nu er på vej til zimbabwe for at en filmuddannelse opbygge	O O O O O O O F O F O O O C O O O O O O C O O O O O O O O F
1506	Dispositionerne omkring placering af træningslejren i Paris , valget af middelmådige sparringspartnere op til den første kamp mod AC Torino og en farceagtige benyttelse - eller mangel på samme - af lejesvenden Ole Kjær , har unægtelig båret mere præg af amatørisme og discountløsninger , end af målrettet , sportslig professionalisme .	dispositionerne omkring placering af træningslejren i paris valget af middelmådige sparringspartnere op til den første kamp mod ac torino og en farceagtige benyttelse eller mangel på samme af lejesvenden ole kjær har unægtelig båret mere præg af amatørisme og discountløsninger end af målrettet sportslig professionalisme	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O C O C O O O O O O O O O O O	dispositionerne omkring placering af træningslejren i paris valget af middelmådige sparringspartnere op til den første kamp mod ac torino og en farceagtige benyttelse eller mangel på samme af lejesvenden ole kjær har unægtelig båret mere præg af amatørisme og discountløsninger end af målrettet sportslig professionalisme	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O C O C O O O O O O O O O O O
1507	I disse byer har der heller ikke været det monopol , som f.eks. Nordisk Film har haft i København .	i disse byer har der heller ikke været det monopol som f.eks. nordisk film har haft i københavn	O O O C O O O C O O O O O O C C O O	i disse byer der har har heller haft ikke det monopol som f.eks. nordisk film været i københavn	O O O O F F O F O O O O O O O F O O
1508	Ellers er grænsen 20 kg. .	ellers er grænsen 20 kg.	O C O O O	ellers er grænsen 20 kg.	O C O O O
1509	"Det er fantastisk , så meget han har overkommet i år : Først trekvart DTM-sæson hos det private Unitron-team , hvor han foruden at være kører også skulle "" organisere "" en masse ting ."	det er fantastisk så meget han har overkommet i år først trekvart dtm-sæson hos det private unitron-team hvor han foruden at være kører også skulle organisere en masse ting	O C O O O O C C O O O O O O O O O O O O O C O O C C O O O	det er fantastisk så meget han har overkommet i år først trekvart dtm-sæson hos det private unitron-team hvor han foruden at kører også skulle en masse ting være organisere	O C O O O O C C O O O O O O O O O O O O O O O F O O O F F
1510	""" Det er ikke det , vi skal satse på , "" siger han ."	det er ikke det vi skal satse på siger han	O C O O C O O C C O	det er ikke det siger han vi satse på skal	O C O O C O O F O F
1511	Allerede tidligt sidste år sagde jeg til Per Henriksen , at jeg gerne ville stoppe med en måneds varsel .	allerede tidligt sidste år sagde jeg til per henriksen at jeg gerne ville stoppe med en måneds varsel	O O O O C O O O O O O O C C O O O O	allerede tidligt sidste år sagde jeg til per henriksen at jeg gerne ville stoppe med en måneds varsel	O O O O C O O O O O O O C C O O O O
1512	Resultaterne af egenkontrollen skal registreres og indføres i en journal , der skal være tilgængelig for tilsynsmyndigheden og opbevares i et antal år fastsat af tilsynsmyndigheden ( en periode af mindst 5 år anbefales ) .	resultaterne af egenkontrollen skal registreres og indføres i en journal der skal være tilgængelig for tilsynsmyndigheden og opbevares i et antal år fastsat af tilsynsmyndigheden en periode af mindst 5 år anbefales	O O O C C O C O O O O C C O O O O C O O O O C O O O O O O O O C	resultaterne skal registreres af egenkontrollen og indføres i en journal der skal være tilgængelig for tilsynsmyndigheden og i fastsat et antal år opbevares af tilsynsmyndigheden anbefales en periode af mindst 5 år	O F F O O O C O O O O C C O O O O O F O O O F O O F O O O O O O
1513	Sne vil for altid minde mig om sidste års juleudflugt .	sne vil for altid minde mig om sidste års juleudflugt	O C O O C O O O O O	sne vil for altid minde mig om sidste års juleudflugt	O C O O C O O O O O
1514	Efter en dags tid ville det meste af olien være væk .	efter en dags tid ville det meste af olien være væk	O O O O C O O O O C O	efter en dags tid ville det meste af olien være væk	O O O O C O O O O C O
1515	For er der noget , han har gjort , så er det at fortsætte med at bygge underskuddet op .	for er der noget han har gjort så er det at fortsætte med at bygge underskuddet op	O C O O O C C O C O O C O O C O O	for der er noget han gjort har er så det at fortsætte med bygge at underskuddet op	O O F O O F F F O O O C O F O O O
1516	Colm Doyle og FN-folk søgte hele mandagen at genetablere en aftale .	colm doyle og fn-folk søgte hele mandagen at genetablere en aftale	O O O O C O O O C O O	colm doyle og fn-folk søgte hele mandagen at genetablere en aftale	O O O O C O O O C O O
1517	Og de ved det udmærket selv .	og de ved det udmærket selv	O O C O O O	og de ved det udmærket selv	O O C O O O
1518	Og så kan vi trods alt beholde det system , som gør , at der ikke er tiggere og hjemløse på gaderne i det omfang man ser i storbyerne andre steder i EF og Europa i det hele taget .	og så kan vi trods alt beholde det system som gør at der ikke er tiggere og hjemløse på gaderne i det omfang man ser i storbyerne andre steder i ef og europa i det hele taget	O O C O O O C O O O C O O O C O O O O O O O O O C O O O O O O O O O O O C	og beholde så vi trods alt kan det system som gør at er der ikke tiggere og hjemløse på gaderne i det omfang man i storbyerne andre steder i ef og europa i det hele ser taget	O F O O O O F O O O C O F O O O O O O O O O O O O O O O O O O O O O O F C
1519	Dømmes han , vil en ændring af straffeloven være unødvendig , men frikendes han , vil det måske være relevant .	dømmes han vil en ændring af straffeloven være unødvendig men frikendes han vil det måske være relevant	C O C O O O O C O O C O O C O C O	dømmes han en ændring af straffeloven vil unødvendig være være vil men det måske relevant frikendes han	C O O O O O F O F F C O O O O C O
1520	Sådan en fyr ved nok , hvad han skal gøre , svarede landbetjenten .	sådan en fyr ved nok hvad han skal gøre svarede landbetjenten	O O O C O O O C C C O	sådan en fyr ved nok hvad han gøre skal svarede landbetjenten	O O O C O O O F F C O
1521	De to nævnte bådtyper har været en klar succes i Danmark i nu over 20 år .	de to nævnte bådtyper har været en klar succes i danmark i nu over 20 år	O O C O C C O O O O O O O O O O	de to bådtyper har en klar succes nævnte i danmark været i nu over 20 år	O O O F O O O F O O F O O O O O
1522	I Danmark er normen , at der hos producenterne - umiddelbart før slagtningen - går 42 kg. fjerkræ på hver kvm. .	i danmark er normen at der hos producenterne umiddelbart før slagtningen går 42 kg. fjerkræ på hver kvm.	O O C O O O O O O O O C O O O O O O	i danmark er normen at der hos producenterne umiddelbart før slagtningen går 42 kg. fjerkræ på hver kvm.	O O C O O O O O O O O C O O O O O O
1523	- Ja , og opvarmet pøl og Volvo .	ja og opvarmet pøl og volvo	O O C O O O	ja og opvarmet pøl og volvo	O O C O O O
1524	Den kvinde , der ligger på hospitalet i Paris , er ikke din kærlighed værdig .	den kvinde der ligger på hospitalet i paris er ikke din kærlighed værdig	O O C O O O O O C O O O O	den kvinde ikke er din kærlighed værdig der ligger på hospitalet i paris	O O O F O O O O C O O O O
1525	"Så dum som dig , er der s'gu' da ingen , der har lov til at være , Einar ! """	så dum som dig er der s'gu' da ingen der har lov til at være einar	O O O O O C O O O C C O O O O O	så dum som dig der lov være til at har er der s'gu' da ingen einar	O O O O O O F O O F C O O O O O
1526	Samtlige disse forhold blev oplyst på det afholdte pressemøde mandag den 17. ds. , og i fald B.T. havde deltaget i dette møde eller havde gennemgået den øvrige dagspresses omtale i går af mødet , kunne de helt misvisende konklusioner i Deres nævnte artikel have været undgået .	samtlige disse forhold blev oplyst på det afholdte pressemøde mandag den 17. ds. og i fald b.t. havde deltaget i dette møde eller havde gennemgået den øvrige dagspresses omtale i går af mødet kunne de helt misvisende konklusioner i deres nævnte artikel have været undgået	O O O C C O O C O O O O O O O O O C C O O O O C C O O O O O O O O C O O O O O O C O C C C	samtlige disse forhold blev oplyst på det afholdte pressemøde mandag den 17. ds. og i fald b.t. havde deltaget i dette møde eller havde gennemgået den øvrige dagspresses omtale i går af mødet kunne de helt misvisende konklusioner i deres nævnte artikel have været undgået	O O O C C O O C O O O O O O O O O C C O O O O C C O O O O O O O O C O O O O O O C O C C C
1527	Udstyrsmæssigt placerer Toledo sig fint i klassen .	udstyrsmæssigt placerer toledo sig fint i klassen	O C O O O O O	udstyrsmæssigt placerer toledo sig fint i klassen	O C O O O O O
1528	Olie fra cykelkæden har en vis tendens til altid at sætte sig på buksebenene .	olie fra cykelkæden har en vis tendens til altid at sætte sig på buksebenene	O O O C O O O O O O C O O O	olie fra cykelkæden har en vis tendens til altid at sig på buksebenene sætte	O O O C O O O O O O O O O F
1529	Der bliver just ikke taget med fløjlshandsker i disse døgn , da det skal afgøres , om demokraten Bill Clinton virkelig har et forspring foran den siddende præsident , republikaneren George Bush , og om den uafhængige Ross Perot kan trække så mange stemmer , at han forskyder resultatet , der jo drejer sig om , at nummer ét i hver delstat tager alle valgmandsstemmerne .	der bliver just ikke taget med fløjlshandsker i disse døgn da det skal afgøres om demokraten bill clinton virkelig har et forspring foran den siddende præsident republikaneren george bush og om den uafhængige ross perot kan trække så mange stemmer at han forskyder resultatet der jo drejer sig om at nummer ét i hver delstat tager alle valgmandsstemmerne	O C O O C O O O O O O O C C O O O O O C O O O O C O O O O O O O O O O C C O O O O O C O O O C O O O O O O O O C O O	der taget just ikke med fløjlshandsker i disse døgn bliver da det afgøres skal om demokraten bill clinton virkelig et forspring foran siddende den præsident republikaneren george bush har og trække kan om den uafhængige ross perot så mange stemmer at han resultatet forskyder der drejer jo sig om at nummer ét i hver delstat tager alle valgmandsstemmerne	O F O O O O O O O F O O F F O O O O O O O O F O O O O O F O F F O O O O O O O O O O O F O F O O O O O O O O O C O O
1530	Hele gevinsten - godt og vel - gik til bagagerummet	hele gevinsten godt og vel gik til bagagerummet	O O O O O C O O	hele gevinsten godt og vel gik til bagagerummet	O O O O O C O O
1531	I hvert fald , hvis han skulle stave sig igennem det .	i hvert fald hvis han skulle stave sig igennem det	O O O O O C C O O O	i hvert fald hvis skulle han stave sig igennem det	O O O O F O C O O O
1532	PERSONALET i Werderscher Markt myldrede ind i kantinen , officerer og kontorister og skrivemaskinedamer og chauffører , skulder ved skulder i en legemliggørelse af det nationalsocialistiske ideal .	personalet i werderscher markt myldrede ind i kantinen officerer og kontorister og skrivemaskinedamer og chauffører skulder ved skulder i en legemliggørelse af det nationalsocialistiske ideal	O O O O C O O O O O O O O O O O O O O O O O O O O	personalet i werderscher markt ind i kantinen myldrede officerer og kontorister og skrivemaskinedamer og chauffører skulder ved skulder i en legemliggørelse af det nationalsocialistiske ideal	O O O O O O O F O O O O O O O O O O O O O O O O O
1533	"Det helt store skub i karrieren fik Joe Cocker egentlig først i 1982 , hvor han modtog en Grammy for medvirken i "" bedste duet "" ."	det helt store skub i karrieren fik joe cocker egentlig først i 1982 hvor han modtog en grammy for medvirken i bedste duet	O O O O O O C O O O O O O O O C O O O C O O O	det helt store skub i karrieren joe cocker egentlig først i fik 1982 modtog hvor han en grammy medvirken for i bedste duet	O O O O O O O O O O O F O F O O O O F O O O O
1534	Men selv om den totale investering faldt , steg den betydeligt for visse typer hardware , nemlig PC'er , workstations og små og mellemstore systemer til flere brugere - alt sammen for så vidt angår maskiner med Unix-styresystem .	men selv om den totale investering faldt steg den betydeligt for visse typer hardware nemlig pc'er workstations og små og mellemstore systemer til flere brugere alt sammen for så vidt angår maskiner med unix-styresystem	O C O O O O O O O O O O O O O O O O O O O O O O C O O O O O C O O O	men den betydeligt for visse typer steg hardware nemlig pc'er workstations og små og mellemstore systemer til flere brugere selv om den totale investering faldt angår alt sammen for så vidt maskiner med unix-styresystem	O O O O O O F O O O O O O O O O O O O O O O O O C F O O O O O O O O
1535	"Sådanne udtryk for folkelig støtte hjælper senator Orlando til at udholde "" min vanskelige tilværelse "" , som han beskriver det ."	sådanne udtryk for folkelig støtte hjælper senator orlando til at udholde min vanskelige tilværelse som han beskriver det	O O O O O C O O O O C O O O O O C O	sådanne udtryk for folkelig støtte hjælper senator orlando udholde til at min vanskelige tilværelse som han beskriver det	O O O O O C O O F O O O O O O O C O
1536	""" Unix-delen af mindre flerbrugersystemer nåede i '90 cirka halvdelen af salget ."	unix-delen af mindre flerbrugersystemer nåede i '90 cirka halvdelen af salget	O O O O C O O O O O O	unix-delen af mindre flerbrugersystemer i nåede '90 cirka halvdelen af salget	O O O O O F O O O O O
1537	"Gebyrets størrelse afhænger nemlig helt af , i hvilken kategori den pågældende "" levnedsmiddelvirksomhed "" placeres ."	gebyrets størrelse afhænger nemlig helt af i hvilken kategori den pågældende levnedsmiddelvirksomhed placeres	O O C O O O O O O O O O C	gebyrets størrelse afhænger nemlig helt af i hvilken kategori den pågældende levnedsmiddelvirksomhed placeres	O O C O O O O O O O O O C
1538	""" Han var den eneste , der rakte en hånd frem for at hjælpe mig . """	han var den eneste der rakte en hånd frem for at hjælpe mig	O C O O O C O O O O O C O	han den var eneste der en hånd frem rakte for at hjælpe mig	O O F O O O O O F O O C O
1539	Rotterne forlader det synkende skib og det brændende hus .	rotterne forlader det synkende skib og det brændende hus	O C O C O O O C O	rotterne det brændende synkende skib forlader og det hus	O O F C O F O O O
1540	""" Jeg var næsten ved at konvertere , "" fortæller bøssen Henrik Schouw om mødet med Camilla Miehe-Renard ."	jeg var næsten ved at konvertere fortæller bøssen henrik schouw om mødet med camilla miehe-renard	O C O O O C C O O O O O O O O	jeg var næsten ved at konvertere bøssen henrik schouw om mødet med camilla miehe-renard fortæller	O C O O O C O O O O O O O O F
1541	60 børn mellem 14 og 18 år var spærret inde hér , fordi de ifølge regimet havde udvist asocial adfærd i særlig grad og ikke lod sig afrette på mere normale ungdomsinstitutioner .	60 børn mellem 14 og 18 år var spærret inde hér fordi de ifølge regimet havde udvist asocial adfærd i særlig grad og ikke lod sig afrette på mere normale ungdomsinstitutioner	O O O O O O O C C O O O O O O C C O O O O O O O C O C O O O O	60 børn mellem 14 og 18 år havde spærret udvist inde hér fordi de ifølge regimet var asocial adfærd i særlig grad og ikke lod sig afrette på mere normale ungdomsinstitutioner	O O O O O O O F C F O O O O O O F O O O O O O O C O C O O O O
1542	Arnaltas luende blik måtte have ramt ham .	arnaltas luende blik måtte have ramt ham	O C O C C C O	arnaltas måtte have luende blik ham ramt	O F F F O O F
1543	"Brevet bemyndigede officielt Crescent til at "" diskutere og forhandle "" mulige opkøb inden for joint-venture-aftalen og at "" diskutere...betingelserne for tilvejebringelsen af den irakiske råolie på lang sigt . """	brevet bemyndigede officielt crescent til at diskutere og forhandle mulige opkøb inden for joint-venture-aftalen og at diskutere...betingelserne for tilvejebringelsen af den irakiske råolie på lang sigt	O C O O O O C O O O O O O O O O O O O O O O O O O C	brevet bemyndigede officielt crescent til at diskutere mulige opkøb inden for joint-venture-aftalen og at diskutere...betingelserne for tilvejebringelsen af den irakiske råolie på lang sigt og forhandle	O C O O O O C O O O O O O O O O O O O O O O O O O C
1544	Formanden for ETAGEBO Jan Priess bød velkommen , og da bålet var ved at ebbe ud , holdt afdelingsbestyrelsens formand Mogens Nielsen båltalen .	formanden for etagebo jan priess bød velkommen og da bålet var ved at ebbe ud holdt afdelingsbestyrelsens formand mogens nielsen båltalen	O O O O O C O O C O O O O O O O C O O C O	formanden for etagebo jan priess bød velkommen og afdelingsbestyrelsens formand mogens nielsen holdt båltalen da bålet var ebbe ved at ud	O O O O O C O O O O O O F O O O C F O O O
1545	Børnenes forskellige evner tilgodeses ganske glimrende i den danske enhedsskole .	børnenes forskellige evner tilgodeses ganske glimrende i den danske enhedsskole	O O O C O O O O O O	børnenes forskellige evner tilgodeses ganske glimrende i den danske enhedsskole	O O O C O O O O O O
1546	Derfor bemærkes den negative udvikling med stor opmærksomhed .	derfor bemærkes den negative udvikling med stor opmærksomhed	O C O O O O O O	derfor bemærkes den negative udvikling med stor opmærksomhed	O C O O O O O O
1547	"Statsadvokaten og rigsadvokaten "" frifandt "" i en redegørelse , som er sendt til Retsudvalget , politiet på de fleste punkter , men kritiserede , at politiet ikke overholdt retsplejelovens regel om , at afhørte skal have mulighed for at gennemlæse deres forklaring til politirapport ."	statsadvokaten og rigsadvokaten frifandt i en redegørelse som er sendt til retsudvalget politiet på de fleste punkter men kritiserede at politiet ikke overholdt retsplejelovens regel om at afhørte skal have mulighed for at gennemlæse deres forklaring til politirapport	O O O C O O O O C C O O O O O O O O C O O O C O O O O C C C O O O C O O O O	statsadvokaten og rigsadvokaten i en redegørelse som er sendt frifandt til retsudvalget politiet på de fleste punkter men kritiserede at politiet ikke overholdt retsplejelovens regel om at have mulighed afhørte skal for at gennemlæse deres forklaring til politirapport	O O O O O O O F F F O O O O O O O O C O O O C O O O O F O F F O O C O O O O
1548	Men der er andre i familien , der kan .	men der er andre i familien der kan	O O C O O O O C	men der er andre i familien der kan	O O C O O O O C
1549	Det lød bare ikke som Chic .	det lød bare ikke som chic	O C O O O O	det bare ikke lød som chic	O O O F O O
1550	I det konkrete tilfælde står forbundshæren naturligvis med ansvaret for at have fremprovokeret situationen med sin groteske pågribelse af den bosniske præsident , da han landede i Sarajevo i lørdags efter drøftelser med EF-formandslandet Portugals regering .	i det konkrete tilfælde står forbundshæren naturligvis med ansvaret for at have fremprovokeret situationen med sin groteske pågribelse af den bosniske præsident da han landede i sarajevo i lørdags efter drøftelser med ef-formandslandet portugals regering	O O O O C O O O O O O C C O O O O O O O O O O O C O O O O O O O O O O	i det konkrete tilfælde står forbundshæren naturligvis med ansvaret for at have fremprovokeret situationen med sin groteske pågribelse af den bosniske præsident da han i sarajevo i lørdags landede efter drøftelser med ef-formandslandet portugals regering	O O O O C O O O O O O C C O O O O O O O O O O O O O O O F O O O O O O
1551	"Hun har et mildt og sødt væsen og passer fint ind i kemien her , "" siger konditoren ."	hun har et mildt og sødt væsen og passer fint ind i kemien her siger konditoren	O C O O O O O O C O O O O O C O	hun har et mildt og sødt væsen og passer fint ind i kemien her siger konditoren	O C O O O O O O C O O O O O C O
1552	""" Men da det gik op for mig , at andre brancher var udsat for de samme henvendelser fra politiet , valgte jeg at stoppe de juletraditioner , forretningen og dens kunder ellers har haft glæde af i flere år , "" tilføjer hun ."	men da det gik op for mig at andre brancher var udsat for de samme henvendelser fra politiet valgte jeg at stoppe de juletraditioner forretningen og dens kunder ellers har haft glæde af i flere år tilføjer hun	O C O O O C O O O O O O C C O O O O O O O C O O O O O O O C C O O O O O C O	men valgte jeg da det op for gik mig at andre brancher var for de samme henvendelser fra politiet udsat at de juletraditioner forretningen og dens kunder haft har stoppe ellers glæde af i flere år tilføjer hun	O C O O O O O F O O O O C O O O O O O F O O O O O O O F F F O O O O O O C O
