idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
6016	Gleichzeitig ist es ein Priesterseminar für die Priesteramtskandidaten , die an den Päpstlichen Universitäten in Rom ihr Studium absolvieren .	gleichzeitig ist es ein priesterseminar für die priesteramtskandidaten die an den päpstlichen universitäten in rom ihr studium absolvieren	O C O O O O O O O O O O O O O O O C	gleichzeitig es ein ist priesterseminar für die priesteramtskandidaten die an den päpstlichen universitäten in rom ihr studium absolvieren	O O O F O O O O O O O O O O O O O C
6017	Er wurde von einem Ordner zu Fall gebracht .	er wurde von einem ordner zu fall gebracht	O C O O O O O C	er von einem ordner zu fall gebracht wurde	O O O O O O F F
6018	Ergebnis ist hier die Lautheit in sone .	ergebnis ist hier die lautheit in sone	O C O O O O O	ergebnis ist hier die lautheit in sone	O C O O O O O
6019	Seine oftmals ironischen oder spöttischen Darstellungen , die auch frühe Einflüsse des Surrealismus zeigen , wurden schnell bekannt .	seine oftmals ironischen oder spöttischen darstellungen die auch frühe einflüsse des surrealismus zeigen wurden schnell bekannt	O O O O O O C O O O O O O O O C	seine oftmals ironischen oder spöttischen darstellungen die auch frühe einflüsse des surrealismus zeigen wurden schnell bekannt	O O O O O O O O O O O O C C O O
6020	Einzig das Ölministerium entging der Plünderung , da das Gebäude rechtzeitig von den US - amerikanischen Streitkräften abgeriegelt und gesichert worden war .	einzig das ölministerium entging der plünderung da das gebäude rechtzeitig von den us amerikanischen streitkräften abgeriegelt und gesichert worden war	O O O C O O O O O O O O O O O C C C O C	einzig das ölministerium entging der plünderung da das gebäude worden war rechtzeitig von den us amerikanischen und gesichert streitkräften abgeriegelt	O O O C O O O O O F F O O O O O O C O F
6021	Liegt die vereinbarte Miete in einem Gewerbemietverhältnis 100 % über der ortsüblichen Vergleichsmiete , so kann sie nach Abs .	liegt die vereinbarte miete in einem gewerbemietverhältnis 100 über der ortsüblichen vergleichsmiete so kann sie nach abs	C O O O O O O O O O O O O C O O O	die vereinbarte miete liegt in einem gewerbemietverhältnis 100 über der ortsüblichen vergleichsmiete so kann sie nach abs	O O O F O O O O O O O O O C O O O
6022	Als Mjaskowski gerade an der Front kämpfte , erreichte ihn die Nachricht , dass die Dirigenten Aslanow ( der schon die erste Sinfonie uraufgeführt hatte ) und Alexander Iljitsch Siloti an der Partitur der dritten Sinfonie interessiert waren .	als mjaskowski gerade an der front kämpfte erreichte ihn die nachricht dass die dirigenten aslanow der schon die erste sinfonie uraufgeführt hatte und alexander iljitsch siloti an der partitur der dritten sinfonie interessiert waren	O O O O O O C C O O O O O O O O O O O O O O O O O O C O O O O O C C	als mjaskowski gerade an der front kämpfte ihn erreichte die nachricht dass waren die dirigenten der schon die erste sinfonie uraufgeführt hatte aslanow und alexander iljitsch siloti an der partitur der dritten sinfonie interessiert	O O O O O O C O F O O O F O O O O O O O C C O O O O O O O O O O O O
6023	Scamozzi erwähnt als erster neben den Bauten der Antike und der Renaissance auch solche des Mittelalters .	scamozzi erwähnt als erster neben den bauten der antike und der renaissance auch solche des mittelalters	O C O O O O O O O O O O O O O O	scamozzi erwähnt als erster neben den bauten der antike und der renaissance auch solche des mittelalters	O C O O O O O O O O O O O O O O
6024	Die Kanten werden hierbei durch geschwungene Linien repräsentiert , die keine Knicke aufweisen .	die kanten werden hierbei durch geschwungene linien repräsentiert die keine knicke aufweisen	O O C O O O O C O O O C	die kanten werden hierbei durch geschwungene linien repräsentiert aufweisen die keine knicke	O O C O O O O C F O O O
6025	So erhielt er 2009 ein Stipendium des Internationalen Künstlerhauses Villa Concordia in Bamberg sowie den Günther - Klinge - Kulturpreis seiner Heimatgemeinde Gauting .	so erhielt er 2009 ein stipendium des internationalen künstlerhauses villa concordia in bamberg sowie den günther klinge kulturpreis seiner heimatgemeinde gauting	O C O O O O O O O O O O O O O O O O O O O	so er 2009 ein stipendium des internationalen künstlerhauses villa concordia in bamberg sowie den günther klinge kulturpreis erhielt seiner heimatgemeinde gauting	O O O O O O O O O O O O O O O O O F O O O
6026	Sie lieferte somit einen entscheidenden Beitrag bei der Modernisierung Koreas , welches durch die Forderungen der Bauern nach Demokratie , Ausschluss von ausländischen Einflüssen und ein Ende des Feudalismus einher gingen .	sie lieferte somit einen entscheidenden beitrag bei der modernisierung koreas welches durch die forderungen der bauern nach demokratie ausschluss von ausländischen einflüssen und ein ende des feudalismus einher gingen	O C O O O O O O O O O O O O O O O O O O O O O O O O O O C	sie somit einen entscheidenden beitrag bei der modernisierung koreas lieferte welches durch die forderungen der bauern nach demokratie ausschluss gingen von ausländischen einflüssen und ein ende des feudalismus einher	O O O O O O O O O F O O O O O O O O O F O O O O O O O O O
6027	Das entsprach etwa 40 % der Bevölkerung des gesamten Bundesstaats .	das entsprach etwa 40 der bevölkerung des gesamten bundesstaats	O C O O O O O O O	das entsprach etwa 40 der bevölkerung des gesamten bundesstaats	O C O O O O O O O
6028	"Auch bei Summer Breeze 2003 und 2007 , dem Earthshaker - Festival 2003-2007 , dessen erste Auflage gleichzeitig die 15 - Jahresfeier von Justice war , oder auf dem Konzert in Lichtenfels der "" Rocket - Ride "" - Tour von Edguy präsentierten sich Justice einem großen Publikum ."	auch bei summer breeze 2003 und 2007 dem earthshaker festival 2003-2007 dessen erste auflage gleichzeitig die 15 jahresfeier von justice war oder auf dem konzert in lichtenfels der rocket ride tour von edguy präsentierten sich justice einem großen publikum	O O O O O O O O O O O O O O O O O O O O C O O O O O O O O O O O O C O O O O O	auch bei summer breeze 2003 und 2007 dem earthshaker festival 2003-2007 dessen erste auflage gleichzeitig präsentierten die 15 jahresfeier war von justice oder auf dem konzert in lichtenfels der rocket ride tour von edguy sich justice einem großen publikum	O O O O O O O O O O O O O O O F O O O F O O O O O O O O O O O O O O O O O O O
6029	Vor allem über das Internet gesteuerte Teleroboter verwenden zumeist ein so einfaches Interface .	vor allem über das internet gesteuerte teleroboter verwenden zumeist ein so einfaches interface	O O O O O O O C O O O O O	vor allem über das internet gesteuerte teleroboter verwenden zumeist ein so einfaches interface	O O O O O O O C O O O O O
6030	Sie betreffen insbesondere die immer komplizierteren Formen der Gewölbe , Dienste und Rippen .	sie betreffen insbesondere die immer komplizierteren formen der gewölbe dienste und rippen	O C O O O O O O O O O O	sie insbesondere die immer komplizierteren formen der gewölbe dienste und rippen betreffen	O O O O O O O O O O O F
6031	Zwar wurden auch hier noch keine bindenden Übereinkünfte erzielt , dafür aber ein gemeinsames Vorgehen gegen Gibraltar und die Inbesitznahme Marokkos durch Spanien erörtert .	zwar wurden auch hier noch keine bindenden übereinkünfte erzielt dafür aber ein gemeinsames vorgehen gegen gibraltar und die inbesitznahme marokkos durch spanien erörtert	O C O O O O O O C O O O O O O O O O O O O O C	zwar wurden auch hier noch keine bindenden übereinkünfte erzielt dafür erörtert aber ein gemeinsames vorgehen gegen gibraltar und die inbesitznahme marokkos durch spanien	O C O O O O O O C O F O O O O O O O O O O O O
6032	Berndt war von 1907 bis 1912 Beigeordneter in Mainz und von Mai 1912 bis 1920 Stadtrat in Berlin .	berndt war von 1907 bis 1912 beigeordneter in mainz und von mai 1912 bis 1920 stadtrat in berlin	O C O O O O O O O O O O O O O O O O	berndt von 1907 bis 1912 beigeordneter in mainz und von mai 1912 bis 1920 stadtrat in berlin war	O O O O O O O O O O O O O O O O O F
6033	Es kam drei Tage lang zu heftigen Kämpfen , vor allem um den Flughafen La Abraq .	es kam drei tage lang zu heftigen kämpfen vor allem um den flughafen la abraq	O C O O O O O O O O O O O O O	es kam drei tage lang zu heftigen kämpfen vor allem um den flughafen la abraq	O C O O O O O O O O O O O O O
6034	Er hat einen Sohn .	er hat einen sohn	O C O O	er hat einen sohn	O C O O
6035	"Von 1925 bis 1934 war Loutsch als Abgeordneter der "" Union nationale indépendante "" Mitglied der Chamber ."	von 1925 bis 1934 war loutsch als abgeordneter der union nationale indépendante mitglied der chamber	O O O O C O O O O O O O O O O	von 1925 bis war 1934 loutsch als abgeordneter der union nationale indépendante mitglied der chamber	O O O F O O O O O O O O O O O
6036	Sieben 17 -- und 18 - Jährige starben , der Rest der Truppe ergab sich und kam in das Gefangenenlager Bad Kreuznach .	sieben 17 -- und 18 jährige starben der rest der truppe ergab sich und kam in das gefangenenlager bad kreuznach	O O O O O O C O O O O C O O C O O O O O	sieben 17 -- und 18 jährige starben der rest der truppe ergab sich und kam in das gefangenenlager bad kreuznach	O O O O O O C O O O O C O O C O O O O O
6037	Ab dem Jahr 1900 nahm das Palais für 35 Jahre das Glückstädter Amtsgericht auf .	ab dem jahr 1900 nahm das palais für 35 jahre das glückstädter amtsgericht auf	O O O O C O O O O O O O O O	ab dem jahr 1900 nahm das palais für 35 jahre das glückstädter amtsgericht auf	O O O O C O O O O O O O O O
6038	Die äußeren und inneren Perigonblätter sind weiß und mehr oder weniger stark rot gefleckt .	die äußeren und inneren perigonblätter sind weiß und mehr oder weniger stark rot gefleckt	O O O O O C O O O O O O O O	die äußeren und inneren perigonblätter sind weiß und mehr oder weniger stark rot gefleckt	O O O O O C O O O O O O O O
6039	Mit einem Empfehlungsschreiben Heinrichs ging er 1583 nach England , versuchte zunächst in Oxford zu lehren , verursachte mit seinen Angriffen auf Aristoteles und wegen eines Plagiatsvorwurfs jedoch einen Skandal und erhielt keinen Lehrstuhl .	mit einem empfehlungsschreiben heinrichs ging er 1583 nach england versuchte zunächst in oxford zu lehren verursachte mit seinen angriffen auf aristoteles und wegen eines plagiatsvorwurfs jedoch einen skandal und erhielt keinen lehrstuhl	O O O O C O O O O C O O O O C C O O O O O O O O O O O O O C O O	mit einem empfehlungsschreiben heinrichs er 1583 ging nach england zunächst versuchte in lehren oxford zu mit seinen angriffen auf aristoteles und wegen eines plagiatsvorwurfs verursachte jedoch einen skandal erhielt und keinen lehrstuhl	O O O O O O F O O O F O F O O O O O O O O O O O F O O O F O O O
6040	Trotzdem hat sich die Theorie um den Cargo - Kult bis heute gehalten und ist eine der berühmtesten Spekulationen um die Nazca - Linien , da die Herkunft und Bedeutung der Linien bis heute nicht geklärt werden konnte und es für die Wissenschaft immer noch unerklärlich ist , wie solche Zeichnungen für die damaligen Menschen überhaupt möglich waren und welche Bedeutung diese haben könnten .	trotzdem hat sich die theorie um den cargo kult bis heute gehalten und ist eine der berühmtesten spekulationen um die nazca linien da die herkunft und bedeutung der linien bis heute nicht geklärt werden konnte und es für die wissenschaft immer noch unerklärlich ist wie solche zeichnungen für die damaligen menschen überhaupt möglich waren und welche bedeutung diese haben könnten	O C O O O O O O O O O C O C O O O O O O O O O O O O O O O O O O C C C O O O O O O O O C O O O O O O O O O C O O O O C C	trotzdem ist sich die theorie um den cargo kult bis gehalten hat heute und eine der berühmtesten spekulationen um die nazca linien da die herkunft und bedeutung der linien bis heute nicht geklärt werden konnte und es für die wissenschaft immer noch unerklärlich ist wie solche zeichnungen für die damaligen menschen überhaupt möglich waren könnten und welche bedeutung diese haben	O F O O O O O O O O F F O O O O O O O O O O O O O O O O O O O O C C C O O O O O O O O C O O O O O O O O O C F O O O O F
6041	Deutsche Agenten des SD hatten sich als hochrangige Armee - Offiziere ausgegeben , die ein Attentat auf Hitler ausüben wollten .	deutsche agenten des sd hatten sich als hochrangige armee offiziere ausgegeben die ein attentat auf hitler ausüben wollten	O O O O C O O O O O C O O O O O C C	deutsche agenten des sd sich als hochrangige armee offiziere ausgegeben hatten die ein attentat auf hitler ausüben wollten	O O O O O O O O O F F O O O O O C C
6042	Die Heiligsprechung als nächster Schritt war dem Markgrafen vermutlich zu teuer .	die heiligsprechung als nächster schritt war dem markgrafen vermutlich zu teuer	O O O O O C O O O O O	die heiligsprechung als nächster schritt dem markgrafen vermutlich zu teuer war	O O O O O O O O O O F
6043	Deshalb soll auf übertriebene Merkmale wie zu kurze Nase , zu große Köpfe , besonders faltiges Gesicht , zu kurze Läufe verzichtet und eine nachhaltige Verbesserung der Atmung sichergestellt werden .	deshalb soll auf übertriebene merkmale wie zu kurze nase zu große köpfe besonders faltiges gesicht zu kurze läufe verzichtet und eine nachhaltige verbesserung der atmung sichergestellt werden	O C O O O O O O O O O O O O O O O O C C O O O O O O C	deshalb soll auf übertriebene merkmale wie zu kurze nase zu große köpfe besonders faltiges gesicht zu kurze läufe verzichtet und sichergestellt eine nachhaltige verbesserung der atmung werden	O C O O O O O O O O O O O O O O O O C O F O O O O O C
6044	Der Krieg erreichte Oppeln vier Monate vor Kriegsende .	der krieg erreichte oppeln vier monate vor kriegsende	O O C O O O O O	der krieg erreichte oppeln vier monate vor kriegsende	O O C O O O O O
6045	Immer stärker verfällt Gainsbourg dem Alkohol .	immer stärker verfällt gainsbourg dem alkohol	O O C O O O	immer stärker gainsbourg verfällt dem alkohol	O O O F O O
6046	Sie war nicht mit Matten belegt .	sie war nicht mit matten belegt	O C O O O O	sie nicht mit matten war belegt	O O O O F O
6047	Sie erreichte Platz zwölf .	sie erreichte platz zwölf	O C O O	sie erreichte platz zwölf	O C O O
6048	Traditionell waren die von Wildungen landgräflich - hessische Ministeriale , wie Rentmeister , Forstmänner und Jäger .	traditionell waren die von wildungen landgräflich hessische ministeriale wie rentmeister forstmänner und jäger	O C O O O O O O O O O O O	traditionell die von wildungen landgräflich hessische ministeriale waren wie rentmeister forstmänner und jäger	O O O O O O O F O O O O O
6049	Maum Sally ( Olivia Cole ) ist die Zofe von Madeline LaMotte ;	maum sally olivia cole ist die zofe von madeline lamotte	O O O O C O O O O O	maum sally olivia cole ist die zofe von madeline lamotte	O O O O C O O O O O
6050	Ab 1954 wurde der 300 SL Straßenwagen ( Mercedes - Benz W 198 ) verkauft , zunächst als Coupé mit Flügeltüren , dann als Roadster gebaut .	ab 1954 wurde der 300 sl straßenwagen mercedes benz w 198 verkauft zunächst als coupé mit flügeltüren dann als roadster gebaut	O O C O O O O O O O O C O O O O O O O O C	ab 1954 der 300 sl wurde verkauft straßenwagen mercedes benz w 198 zunächst als coupé mit flügeltüren dann als roadster gebaut	O O O O O F F O O O O O O O O O O O O O C
6051	In den Jahren 2006 und 2007 wurden je 350 Oldtimer gezählt .	in den jahren 2006 und 2007 wurden je 350 oldtimer gezählt	O O O O O O C O O O C	in den jahren 2006 und 2007 gezählt wurden je 350 oldtimer	O O O O O O F F O O O
6052	"Gaddafi war anderer Meinung : "" Alles , was das Volk braucht , ist Essen und Trinken "" ."	gaddafi war anderer meinung alles was das volk braucht ist essen und trinken	O C O O O C O O O O O O C	gaddafi war anderer meinung alles was braucht das volk ist essen und trinken	O C O O O O F O O C O O O
6053	Er heiratete 1225 Katharina von Limburg ( † 1255 ) , Tochter von Walram IV .	er heiratete 1225 katharina von limburg † 1255 tochter von walram iv	O C O O O O O O O O O O	er heiratete 1225 katharina von limburg † 1255 tochter von walram iv	O C O O O O O O O O O O
6054	Eusebia wird hier also zwar einerseits als klug und gebildet , andererseits aber auch als intrigante Einflüsterin dargestellt .	eusebia wird hier also zwar einerseits als klug und gebildet andererseits aber auch als intrigante einflüsterin dargestellt	O C O O O O O O O O O O O O O O C	eusebia hier also dargestellt zwar einerseits als klug und gebildet wird andererseits aber auch als intrigante einflüsterin	O O O F O O O O O O F O O O O O O
6055	In seinem ersten Sandplatzfinale konnte sich Tipsarević gegen Mónaco in drei Sätzen mit 6:4 , 5:7 , 6:3 durchsetzen und feierte damit den dritten Titelgewinn in seiner Karriere .	in seinem ersten sandplatzfinale konnte sich tipsarević gegen mónaco in drei sätzen mit 6:4 5:7 6:3 durchsetzen und feierte damit den dritten titelgewinn in seiner karriere	O O O O C O O O O O O O O O O O C O C O O O O O O O	in seinem ersten sandplatzfinale konnte sich tipsarević gegen mónaco in drei sätzen mit 6:4 5:7 6:3 durchsetzen und damit feierte den dritten titelgewinn in seiner karriere	O O O O C O O O O O O O O O O O C O O F O O O O O O
6056	Nur selten gelang es diesen relativ mittellosen Frauen aufgrund ihrer Attraktivität und / oder ihrer geistigen Fähigkeiten , eine solche Beziehung in eine Heirat zu verwandeln und in die Oberschicht aufzusteigen .	nur selten gelang es diesen relativ mittellosen frauen aufgrund ihrer attraktivität und oder ihrer geistigen fähigkeiten eine solche beziehung in eine heirat zu verwandeln und in die oberschicht aufzusteigen	O O C O O O O O O O O O O O O O O O O O O O O C O O O O C	nur selten gelang es diesen relativ mittellosen frauen aufgrund ihrer attraktivität und oder ihrer geistigen fähigkeiten eine solche beziehung in eine heirat verwandeln zu und in die oberschicht aufzusteigen	O O C O O O O O O O O O O O O O O O O O O O F O O O O O C
6057	""" ( Preis ) günstig "" und "" preiswert "" für "" billig "" umgeht die mögliche Minderwertigkeit der Ware , oder gegenteilig lässt "" etwas Besseres "" für "" etwas Teures "" die finanzielle Belastung des Kunden nicht anklingen ."	preis günstig und preiswert für billig umgeht die mögliche minderwertigkeit der ware oder gegenteilig lässt etwas besseres für etwas teures die finanzielle belastung des kunden nicht anklingen	O O O O O O C O O O O O O O C O O O O O O O O O O O C	preis günstig und preiswert für billig die mögliche minderwertigkeit der ware umgeht oder gegenteilig lässt etwas besseres für etwas teures die finanzielle belastung des kunden nicht anklingen	O O O O O O O O O O O F O O C O O O O O O O O O O O C
6058	Sie stellt sicher , dass der Big - Bag weitestgehend ohne Produkt und Luft ist .	sie stellt sicher dass der big bag weitestgehend ohne produkt und luft ist	O C O O O O O O O O O O C	sie sicher ist dass der big bag weitestgehend ohne produkt stellt und luft	O O F O O O O O O O F O O
6059	Caspar Helth stammte vermutlich aus der siebenbürgisch - sächsischen Stadt Heltau in Siebenbürgen .	caspar helth stammte vermutlich aus der siebenbürgisch sächsischen stadt heltau in siebenbürgen	O O C O O O O O O O O O	caspar helth stammte vermutlich aus der siebenbürgisch sächsischen stadt heltau in siebenbürgen	O O C O O O O O O O O O
6060	Die Straßenbahnstrecke entlang der Landsberger Allee erschließt das nördliche Gebiet beidseits des Blumberger Dammes .	die straßenbahnstrecke entlang der landsberger allee erschließt das nördliche gebiet beidseits des blumberger dammes	O O O O O O C O O O O O O O	die straßenbahnstrecke entlang der landsberger allee das nördliche gebiet beidseits des blumberger dammes erschließt	O O O O O O O O O O O O O F
6061	Bei den Olympischen Spielen 2000 in Sydney wurde er Fünfter .	bei den olympischen spielen 2000 in sydney wurde er fünfter	O O O O O O O C O O	bei den olympischen spielen 2000 in sydney wurde er fünfter	O O O O O O O C O O
6062	Aufgrund antiker Fundstücke während der Bauarbeiten , kam es zu zeitlichen Unterbrechungen .	aufgrund antiker fundstücke während der bauarbeiten kam es zu zeitlichen unterbrechungen	O O O O O O C O O O O	aufgrund antiker fundstücke während der bauarbeiten es kam zu zeitlichen unterbrechungen	O O O O O O O F O O O
6063	Das Programmschema bei tagesschau24 ist während der Sendezeit in den einzelnen Stunden nahezu gleich .	das programmschema bei tagesschau24 ist während der sendezeit in den einzelnen stunden nahezu gleich	O O O O C O O O O O O O O O	das programmschema bei tagesschau24 ist während der sendezeit in den einzelnen stunden nahezu gleich	O O O O C O O O O O O O O O
6064	Erst 1963 / 64 wurde der Verein wegen der Reorganisation der Ligen infolge der Bundesligagründung wieder drittklassig .	erst 1963 64 wurde der verein wegen der reorganisation der ligen infolge der bundesligagründung wieder drittklassig	O O O C O O O O O O O O O O O O	erst 1963 64 der verein wegen der reorganisation der ligen infolge der bundesligagründung wurde wieder drittklassig	O O O O O O O O O O O O O F O O
6065	Prinzipiell ist der Anbau von Kurzumtriebsplantagen sowohl auf Acker - wie auch auf Stilllegungsflächen möglich ;	prinzipiell ist der anbau von kurzumtriebsplantagen sowohl auf acker wie auch auf stilllegungsflächen möglich	O C O O O O O O O O O O O O	prinzipiell ist der anbau von kurzumtriebsplantagen sowohl auf acker wie auch auf stilllegungsflächen möglich	O C O O O O O O O O O O O O
6066	Vor Beginn der slowenischen Meisterschaft nahmen der HK Jesenice und der HDD Olimpija Ljubljana an der ersten Austragung des neu geschaffenen und als Nachfolger der Alpenliga konzipierten Bewerbes der Interliga teil .	vor beginn der slowenischen meisterschaft nahmen der hk jesenice und der hdd olimpija ljubljana an der ersten austragung des neu geschaffenen und als nachfolger der alpenliga konzipierten bewerbes der interliga teil	O O O O O C O O O O O O O O O O O O O O O O O O O O O O O O O	vor beginn der slowenischen meisterschaft der hk jesenice und der hdd olimpija ljubljana an der ersten austragung nahmen des neu geschaffenen und als nachfolger der alpenliga konzipierten bewerbes der interliga teil	O O O O O O O O O O O O O O O O O F O O O O O O O O O O O O O
6067	Der Betriebsrat kann nach näherer Vereinbarung mit dem Arbeitgeber Sachverständige hinzu ziehen ( Abs. 3 BetrVG ) .	der betriebsrat kann nach näherer vereinbarung mit dem arbeitgeber sachverständige hinzu ziehen abs. 3 betrvg	O O C O O O O O O O O C O O O	der betriebsrat kann nach näherer vereinbarung mit dem arbeitgeber sachverständige hinzu ziehen abs. 3 betrvg	O O C O O O O O O O O C O O O
6068	Das Levenberg - Marquardt - Verfahren geht lokal in das Newton - Verfahren über .	das levenberg marquardt verfahren geht lokal in das newton verfahren über	O O O O C O O O O O O	das geht levenberg marquardt verfahren lokal in das newton verfahren über	O F O O O O O O O O O
6069	Schwarze Farben weisen auf einen merklichen Gehalt an organischem Kohlenstoff hin .	schwarze farben weisen auf einen merklichen gehalt an organischem kohlenstoff hin	O O C O O O O O O O O	schwarze farben auf einen merklichen gehalt an organischem kohlenstoff weisen hin	O O O O O O O O O F O
6070	Anschließend arbeitete er bis 1970 in Schöppenstedt als Realschullehrer .	anschließend arbeitete er bis 1970 in schöppenstedt als realschullehrer	O C O O O O O O O	anschließend arbeitete er bis 1970 in schöppenstedt als realschullehrer	O C O O O O O O O
6071	Sie ist als regionale Universalbank insbesondere auf das Private Banking und die Vermögensverwaltung spezialisiert .	sie ist als regionale universalbank insbesondere auf das private banking und die vermögensverwaltung spezialisiert	O C O O O O O O O O O O O O	sie als regionale universalbank insbesondere auf das private banking und die vermögensverwaltung spezialisiert ist	O O O O O O O O O O O O O F
6072	In der Nähe liegt das ehemalige Gut Marjino der Adelsfamilie Barjatinski , zu welchem ein weitläufiger Landschaftspark mit künstlichen Wasserläufen , Rotunden , Pavillons und Skulpturen gehört .	in der nähe liegt das ehemalige gut marjino der adelsfamilie barjatinski zu welchem ein weitläufiger landschaftspark mit künstlichen wasserläufen rotunden pavillons und skulpturen gehört	O O O C O O O O O O O O O O O O O O O O O O O C	in der nähe liegt das ehemalige gut marjino der adelsfamilie barjatinski gehört zu welchem ein weitläufiger landschaftspark mit künstlichen wasserläufen rotunden pavillons und skulpturen	O O O C O O O O O O O F O O O O O O O O O O O O
6073	Die Schinken wurden danach zunächst mit Salpeter ( gemeint ist wohl Pökelsalz ) eingerieben .	die schinken wurden danach zunächst mit salpeter gemeint ist wohl pökelsalz eingerieben	O O C O O O O C C C O O	die schinken wurden danach zunächst mit salpeter gemeint wohl pökelsalz ist eingerieben	O O C O O O O C O O F C
6074	Sein zweitbestes Ergebnis in der Saison 1974 / 75 war ein vierter Platz .	sein zweitbestes ergebnis in der saison 1974 75 war ein vierter platz	O O O O O O O O C O O O	sein zweitbestes ergebnis in der saison 1974 75 war ein vierter platz	O O O O O O O O C O O O
6075	Als dieser ein Jahr später seine DEL - Lizenz verkaufte , schloss sich der Kanadier den neugegründeten München Barons an , mit denen er in der Saison 1999 / 2000 Deutscher Meister wurde .	als dieser ein jahr später seine del lizenz verkaufte schloss sich der kanadier den neugegründeten münchen barons an mit denen er in der saison 1999 2000 deutscher meister wurde	O O O O O O O O C C O O O O O O O O O O O O O O O O O O C	als dieser ein jahr später seine verkaufte del lizenz sich schloss der kanadier den neugegründeten münchen barons an wurde mit denen er in der saison 1999 2000 deutscher meister	O O O O O O F O O O F O O O O O O O F O O O O O O O O O O
6076	In 132 Gemeinden versorgen die EKZ Privat - und Geschäftskunden direkt bis an die Steckdose mit Strom .	in 132 gemeinden versorgen die ekz privat und geschäftskunden direkt bis an die steckdose mit strom	O O O C O O O O O O O O O O O O	in 132 gemeinden versorgen die ekz privat und geschäftskunden direkt bis an die steckdose mit strom	O O O C O O O O O O O O O O O O
6077	Der AEC Mk II bekam einen 3 - Mann - Turm mit einer elektrischen Traverse und eine 6 - Pfünder - Kanone ( 57 mm ) .	der aec mk ii bekam einen 3 mann turm mit einer elektrischen traverse und eine 6 pfünder kanone 57 mm	O O O O C O O O O O O O O O O O O O O O	der aec mk ii einen 3 bekam mann turm mit einer elektrischen traverse und eine 6 pfünder kanone 57 mm	O O O O O O F O O O O O O O O O O O O O
6078	Hupfeld besuchte das Königliche Gymnasium in Fulda und durchlief eine kaufmännische Ausbildung in Köln .	hupfeld besuchte das königliche gymnasium in fulda und durchlief eine kaufmännische ausbildung in köln	O C O O O O O O C O O O O O	hupfeld besuchte das königliche gymnasium in fulda und eine kaufmännische ausbildung in köln durchlief	O C O O O O O O O O O O O F
6079	Die mathematisch - spekulative Sicht auf die Musik tritt in den Hintergrund zugunsten einer Sicht , die die Musik in Zusammenhang mit dem menschlichen Leben stellt .	die mathematisch spekulative sicht auf die musik tritt in den hintergrund zugunsten einer sicht die die musik in zusammenhang mit dem menschlichen leben stellt	O O O O O O O C O O O O O O O O O O O O O O O C	die mathematisch spekulative sicht auf die musik tritt in den hintergrund zugunsten einer sicht die die musik stellt in zusammenhang mit dem menschlichen leben	O O O O O O O C O O O O O O O O O F O O O O O O
6080	Nach seiner Promotion arbeitete er als Advokat .	nach seiner promotion arbeitete er als advokat	O O O C O O O	nach seiner promotion arbeitete er als advokat	O O O C O O O
6081	Gleichzeitig sollte es aber gewährleisten , dass der jeweils höhere Stand in seine Entscheidungen automatisch die der unteren Stände mit einfließen ließ .	gleichzeitig sollte es aber gewährleisten dass der jeweils höhere stand in seine entscheidungen automatisch die der unteren stände mit einfließen ließ	O C O O C O O O O O O O O O O O O O C O C	gleichzeitig es aber gewährleisten sollte dass der jeweils höhere stand in seine entscheidungen automatisch die der unteren stände mit einfließen ließ	O O O F F O O O O O O O O O O O O O O C C
6082	Karl Günther und Albrecht Günther waren seine Brüder .	karl günther und albrecht günther waren seine brüder	O O O O O C O O	karl günther und albrecht günther seine brüder waren	O O O O O O O F
6083	Kaufmann übernahm während seines Studiums der Germanistik , Rhetorik und Ethnologie in Tübingen die Organisationsleitung des Landesjugendchores Baden - Württemberg .	kaufmann übernahm während seines studiums der germanistik rhetorik und ethnologie in tübingen die organisationsleitung des landesjugendchores baden württemberg	O C O O O O O O O O O O O O O O O O	kaufmann übernahm während seines studiums der germanistik rhetorik und ethnologie in tübingen die organisationsleitung des landesjugendchores baden württemberg	O C O O O O O O O O O O O O O O O O
6084	Nach nur einer Runde beendete Adrian Sutil sein Rennen in der Boxengasse .	nach nur einer runde beendete adrian sutil sein rennen in der boxengasse	O O O O C O O O O O O O	nach nur einer runde adrian sutil sein rennen beendete in der boxengasse	O O O O O O O O F O O O
6085	Die Weiber verschwinden , es schlagt in die Hütte ein , sie steht in hellen Flammen .	die weiber verschwinden es schlagt in die hütte ein sie steht in hellen flammen	O O C O C O O O O O C O O O	die weiber verschwinden es in die hütte ein schlagt sie steht in hellen flammen	O O C O O O O O F O C O O O
6086	Zudem erhielt sie 60 Millionaire Awards für Titel , die mehr als eine Million Mal aufgeführt worden sind .	zudem erhielt sie 60 millionaire awards für titel die mehr als eine million mal aufgeführt worden sind	O C O O O O O O O O O O O O C C C	zudem erhielt sie 60 millionaire awards für titel die worden mehr als eine million mal aufgeführt sind	O C O O O O O O O F O O O O O F C
