idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
1707	Nokkur lönd hafa boðist til að veita Bibi hæli og sagði lögmaður hennar við BBC í vikunni að hún vildi flytja í vestræna menningu , en nokkrar tilraunir hafa þegar verið gerðar til þess að taka hana af lífi án dóms og laga .	nokkur lönd hafa boðist til að veita bibi hæli og sagði lögmaður hennar við bbc í vikunni að hún vildi flytja í vestræna menningu en nokkrar tilraunir hafa þegar verið gerðar til þess að taka hana af lífi án dóms og laga	O O C C O O O O C O O C O O O O O O O O C C O O O O O C O C C O O O C O O O O O O O	nokkur lönd og boðist en hafa til að bibi veita hæli lögmaður hennar við bbc sagði í vikunni að hún vildi í vestræna menningu flytja nokkrar tilraunir þegar hafa gerðar verið til þess að taka hana af lífi án dóms og laga	O O O C O F O O O F O O O O O F O O O O C O O O F O O O F F F O O O C O O O O O O O
1708	Umfang þeirrar útborgunar sem það þarf að verða sér út um til að komast inn á eignarmarkað hækkað stanslaust samhliða hækkunum á húsnæðismarkaði og geta þeirra til að leggja þá útborgun fyrir verður sífellt minni vegna þess að leiguverð hefur líka hækkað mikið .	umfang þeirrar útborgunar sem það þarf að verða sér út um til að komast inn á eignarmarkað hækkað stanslaust samhliða hækkunum á húsnæðismarkaði og geta þeirra til að leggja þá útborgun fyrir verður sífellt minni vegna þess að leiguverð hefur líka hækkað mikið	O O O C O O O O O O O O O O O O O O C O C O O O O O C O O O O O C O O O C O O C O C O	umfang þeirrar útborgunar hækkað stanslaust samhliða hækkunum á húsnæðismarkaði og geta þeirra sífellt minni vegna þess sem það þarf að verða sér út um komast til að inn á eignarmarkað til að þá útborgun leggja fyrir verður hækkað að hefur leiguverð líka mikið	O O O C O O O O O O O O O O O O O O C O C O O O F O O O O O O O O O F O C F O C O O O
1709	Þetta þekkja nánast allir á sínu eigin skinni , hvort sem það er viðhald á fasteign , eða viðgerð á bílum og þetta hefur viðgengist um árabil .	þetta þekkja nánast allir á sínu eigin skinni hvort sem það er viðhald á fasteign eða viðgerð á bílum og þetta hefur viðgengist um árabil	O C O O O O O O O O O C O O O O O O O O O C C O O	þetta nánast allir á sínu eigin skinni hvort sem það viðhald þekkja á fasteign eða viðgerð á bílum er og þetta hefur viðgengist um árabil	O O O O O O O O O O O F O O O O O O F O O C C O O
1710	Ég á ekki von á öðru en þeim muni fjölga til muna á næstu tveimur vikum enda er Hard Rock keppnin gríðarlega stórt tækifæri fyrir íslenskar hljómsveitir .	ég á ekki von á öðru en þeim muni fjölga til muna á næstu tveimur vikum enda er hard rock keppnin gríðarlega stórt tækifæri fyrir íslenskar hljómsveitir	O C O O O O O O C C O O O O O O O C O O O O O O O O O	ég ekki á von á öðru en þeim muni til muna á næstu fjölga tveimur vikum enda er hard rock keppnin gríðarlega stórt tækifæri fyrir íslenskar hljómsveitir	O O F O O O O O C O O O O F O O O C O O O O O O O O O
1711	Þá er ókeypis fyrir allra yngstu gesti stöðvarinnar að nýta sér salernin en Björn sagði að miðað yrði við fimm til sex ára aldur í því samhengi .	þá er ókeypis fyrir allra yngstu gesti stöðvarinnar að nýta sér salernin en björn sagði að miðað yrði við fimm til sex ára aldur í því samhengi	O C O O O O O O O O C O O O C O C O O O O O O O O O C	þá ókeypis fyrir allra yngstu gesti stöðvarinnar er en nýta að sér salernin björn sagði yrði að við fimm til sex ára aldur í því samhengi miðað	O O O O O O O F O F O O O O C F O O O O O O O O O O C
1712	Það var auðvitað mín skylda að mæta á æfingar en þeirra skilningur var að ég hefði ekki bara skrópað á eina æfingu heldur í fjórar vikur .	það var auðvitað mín skylda að mæta á æfingar en þeirra skilningur var að ég hefði ekki bara skrópað á eina æfingu heldur í fjórar vikur	O C O O O O O C O O O O C O O C O O C O O O O O O O	það var auðvitað mín skylda en að á æfingar mæta þeirra skilningur var að ég hefði ekki bara á eina æfingu heldur skrópað í fjórar vikur	O C O O O O O O O F O O C O O C O O O O O O F O O O
1713	Það var portúgalski ríkisfjölmiðillinn RTP sem vændi Gilliam um að hafa valdið hnjaski á byggingunni með því að brjóta þakplötur , laska múrsteina og rífa upp tré .	það var portúgalski ríkisfjölmiðillinn rtp sem vændi gilliam um að hafa valdið hnjaski á byggingunni með því að brjóta þakplötur laska múrsteina og rífa upp tré	O C O O O O C O O O C C O O O O O O C O O C O C O O	það portúgalski ríkisfjölmiðillinn var rtp sem vændi gilliam um að valdið hafa hnjaski á byggingunni með því að brjóta þakplötur og múrsteina laska rífa upp tré	O O O F O O C O O O F F O O O O O O C O O O F C O O
1714	Hanna Katrín Friðriksson , þingmaður Viðreisnar og áheyrnarfulltrúi í velferðarnefnd Aþingis , sem séð hefur gögn er tengjast málinu , segir þau að hennar mati styrkja frásögn Stundarinnar .	hanna katrín friðriksson þingmaður viðreisnar og áheyrnarfulltrúi í velferðarnefnd aþingis sem séð hefur gögn er tengjast málinu segir þau að hennar mati styrkja frásögn stundarinnar	O O O O O O O O O O C O C C O O C O O O O O C O O	hanna katrín friðriksson þingmaður viðreisnar og áheyrnarfulltrúi segir í velferðarnefnd aþingis sem séð hefur gögn er tengjast málinu þau að hennar mati styrkja frásögn stundarinnar	O O O O O O O F O O O O C C O O C O O O O O C O O
1715	Alveg eins og annar úr hópi auðugustu Íslendinganna , útgerðarmaðurinn Kristján Loftsson , beitti völdum sínum og áhrifum til þess að fá fram breytingu á reglugerð um hvalskurð .	alveg eins og annar úr hópi auðugustu íslendinganna útgerðarmaðurinn kristján loftsson beitti völdum sínum og áhrifum til þess að fá fram breytingu á reglugerð um hvalskurð	O O O O O O O O O O O C O O O O O O O C O O O O O O	alveg eins og annar úr hópi auðugustu íslendinganna beitti útgerðarmaðurinn kristján loftsson völdum sínum og áhrifum til þess fá að fram breytingu á reglugerð um hvalskurð	O O O O O O O O F O O O O O O O O O F O O O O O O O
1716	Trump ræddi þó við blaðamenn áður en hann fór til Vestur-Virginíu og þar reyndi hann að gera lítið úr tengslum sínum við Manafort og hundsaði Cohen alfarið .	trump ræddi þó við blaðamenn áður en hann fór til vestur-virginíu og þar reyndi hann að gera lítið úr tengslum sínum við manafort og hundsaði cohen alfarið	O C O O O O O O O C O O O C O O O C O O O O O O C O O	trump þó við blaðamenn ræddi og áður en hann til vestur-virginíu fór þar reyndi hann og gera að lítið úr tengslum sínum við manafort hundsaði cohen alfarið	O O O O F O O O O O O F O C O O F O O O O O O O C O O
1717	Hann sagði jafnframt að það að sofna í bænahaldi væri guði þóknanlegt og það væri kallað að líða eins og barni liggjandi í faðmi föðurins .	hann sagði jafnframt að það að sofna í bænahaldi væri guði þóknanlegt og það væri kallað að líða eins og barni liggjandi í faðmi föðurins	O C O O O C O O O O C O O O C C O C O O O C O O O	hann sagði jafnframt að væri það guði þóknanlegt og að í bænahaldi sofna það væri kallað líða að eins og barni í faðmi föðurins liggjandi	O C O O F O O O O O O O F O C C F O O O O O O O F
1718	Hafi íslenskir sjúklingar beðið í þrjá mánuði eftir aðgerð hér á landi gefst þeim tækifæri til að fara til Svíþjóðar í aðgerð og greiða Sjúkratryggingar þær aðgerðir að fullu .	hafi íslenskir sjúklingar beðið í þrjá mánuði eftir aðgerð hér á landi gefst þeim tækifæri til að fara til svíþjóðar í aðgerð og greiða sjúkratryggingar þær aðgerðir að fullu	C O O C O O O O O O O O C O O O O O C O O O O C O O O O O	hafi íslenskir sjúklingar beðið í þrjá mánuði eftir aðgerð hér á landi þeim tækifæri gefst og til að til fara svíþjóðar í aðgerð greiða sjúkratryggingar þær aðgerðir að fullu	C O O C O O O O O O O O O O F O O O O F O O O C O O O O O
1719	Aðeins á eftir að ganga frá smáatriðum í kringum samninginn .	aðeins á eftir að ganga frá smáatriðum í kringum samninginn	O C O O C O O O O O	aðeins á eftir ganga að frá smáatriðum í kringum samninginn	O C O F O O O O O O
1720	Tíu lögreglu- og sérsveitarmenn tóku þátt í aðgerðinni í dag .	tíu lögreglu- og sérsveitarmenn tóku þátt í aðgerðinni í dag	O O O O C O O O O O	tíu lögreglu- tóku og sérsveitarmenn þátt í aðgerðinni í dag	O O F O O O O O O O
1721	Hann tekur fram að rannsókninni sé ekki lokið .	hann tekur fram að rannsókninni sé ekki lokið	O C O O O C O C	hann tekur fram lokið að rannsókninni sé ekki	O C O F O O F O
1722	Var þetta hans flottasta mark í Blika treyjunni ?	var þetta hans flottasta mark í blika treyjunni	C O O O O O O O	var þetta hans flottasta mark í blika treyjunni	C O O O O O O O
1723	Upprunalega stóð til að hofið yrði tilbúið 2016 .	upprunalega stóð til að hofið yrði tilbúið 2016	O C O O O C O C	upprunalega stóð til að hofið tilbúið 2016 yrði	O C O O O C O C
1724	* Admir Kubat leikur ekki með Víkingi Ó. vegna meiðsla .	admir kubat leikur ekki með víkingi ó. vegna meiðsla	O O C O O O O O O	admir leikur kubat ekki með víkingi ó. vegna meiðsla	O F O O O O O O O
1725	Þá höfðu 31,2 prósent svarenda ekkert kynnt sér málið .	þá höfðu 31,2 prósent svarenda ekkert kynnt sér málið	O C O O O O C O O	þá 31,2 höfðu prósent svarenda kynnt ekkert sér málið	O O F O O F O O O
1726	Það var jafnframt hans fyrsta fyrir nýja félagið .	það var jafnframt hans fyrsta fyrir nýja félagið	O C O O O O O O	það var jafnframt hans fyrsta fyrir nýja félagið	O C O O O O O O
1727	En hvernig lítur framhaldið út hjá skyttunni öflugu ?	en hvernig lítur framhaldið út hjá skyttunni öflugu	O O C O O O O O	en lítur hvernig framhaldið út hjá skyttunni öflugu	O F O O O O O O
1728	Framarar hefðu átt að fá vítakast eftir sigurmark ÍBV	framarar hefðu átt að fá vítakast eftir sigurmark íbv	O C C O C O O O O	framarar hefðu átt að vítakast eftir sigurmark íbv fá	O C C O O O O O F
1729	Þetta var í tólfta sinn sem Rússar beita neitunarvaldi sínu í öryggisráðinu til að koma í veg fyrir aðgerðir sem tengjast bandamönnum þeirra í Sýrlandi .	þetta var í tólfta sinn sem rússar beita neitunarvaldi sínu í öryggisráðinu til að koma í veg fyrir aðgerðir sem tengjast bandamönnum þeirra í sýrlandi	O C O O O O O C O O O O O O C O O O O O C O O O O	þetta var í tólfta sinn sem rússar beita neitunarvaldi sínu í öryggisráðinu til að í veg koma fyrir aðgerðir sem tengjast bandamönnum þeirra í sýrlandi	O C O O O O O C O O O O O O O O F O O O C O O O O
1730	Svo þegar hlutirnir gengu ekki upp passaði ég mig vel á því að horfast ekki í augu við það að ég leitaði í þessar týpur .	svo þegar hlutirnir gengu ekki upp passaði ég mig vel á því að horfast ekki í augu við það að ég leitaði í þessar týpur	O C O O O O O C O O O O O C O O O O O O O C O O O	svo passaði ég mig vel þegar hlutirnir ekki gengu upp á því horfast að ekki í augu við það að leitaði ég í þessar týpur	O C O O O O O O F O O O F O O O O O O O F O O O O
1731	Ég veit um dæmi um eigendur dýra sem hafa lent í vandamálum vegna atriða sem þeim varð ekki um kennt , segir Herdís .	ég veit um dæmi um eigendur dýra sem hafa lent í vandamálum vegna atriða sem þeim varð ekki um kennt segir herdís	O C O O O O O O C C O O O O O O O O C C C O	ég um dæmi um eigendur veit dýra sem hafa lent í vandamálum vegna atriða sem þeim ekki um kennt varð segir herdís	O O O O O F O O C C O O O O O O O O C C C O
1732	Seðlabankinn vissi ekki af þessum tengslum sem spurt er um í fyrri hlutanum [ í fyrirspurnni ] fyrr en þau voru upplýst opinberlega nú nýverið .	seðlabankinn vissi ekki af þessum tengslum sem spurt er um í fyrri hlutanum í fyrirspurnni fyrr en þau voru upplýst opinberlega nú nýverið	O C O O O O O C O O O O O O C O O O C C O O O	seðlabankinn vissi ekki af þessum tengslum sem um í fyrri hlutanum í fyrirspurnni er spurt fyrr en þau upplýst opinberlega nú nýverið voru	O C O O O O O O O O O O O F C O O O F O O O F
1733	Við viljum vera eins framarlega í okkar faglegu vinnu í fótboltanum og við mögulega getum miðað við þau efni og burði sem við höfum til þess .	við viljum vera eins framarlega í okkar faglegu vinnu í fótboltanum og við mögulega getum miðað við þau efni og burði sem við höfum til þess	O C C O O O O O O O O O O O O O O O O C C O O C O O	við vera eins framarlega í okkar faglegu vinnu í fótboltanum viljum við þau efni og burði og við mögulega getum miðað sem við höfum til þess	O F O O O O O O O O F O O O O O O O O C C O O C O O
1734	Stundum langar mann svo mikið að eitthvað gangi upp að maður neitar í augu við að horfast í augu við að það gangi ekki upp .	stundum langar mann svo mikið að eitthvað gangi upp að maður neitar í augu við að horfast í augu við að það gangi ekki upp	O C O O O O O C O O O C O O O O C O O O O O C O O	stundum mann langar svo mikið að eitthvað upp gangi að neitar maður í augu við að í augu við að horfast það gangi ekki upp	O O F O O O O O F O F O O O O O O O O O F O C O O
1735	Hann segir að á hóteli FIFA í Moskvu séu m.a. helstu ráðamenn hreyfingarinnar innan um stjörnur leiksins , eins og Geir orðar það .	hann segir að á hóteli fifa í moskvu séu m.a. helstu ráðamenn hreyfingarinnar innan um stjörnur leiksins eins og geir orðar það	O C O O O O O O C O O O O O O O O O O O C O	hann segir að séu á hóteli fifa í moskvu m.a. helstu ráðamenn hreyfingarinnar innan um stjörnur leiksins eins og orðar geir það	O C O F O O O O O O O O O O O O O O O F O O
1736	Þetta rúmlega 7.500 km ferðalag frá vetrarstöðvunum hingað norður tekur 5 - 6 vikur hvora leið , að því er fram kemur í Morgunblaðinu í dag .	þetta rúmlega 7.500 km ferðalag frá vetrarstöðvunum hingað norður tekur 5 6 vikur hvora leið að því er fram kemur í morgunblaðinu í dag	O O O O O O O O O C O O O O O O O O O C O O O O	þetta rúmlega 7.500 km ferðalag frá vetrarstöðvunum hingað norður tekur 5 6 vikur hvora leið að því er kemur fram í morgunblaðinu í dag	O O O O O O O O O C O O O O O O O O F O O O O O
1737	Búið er að mæla núverandi ljósmengun á svæðinu sem er í dag töluverð og ólíklegt að hún aukist mikið , segir í kynningu .	búið er að mæla núverandi ljósmengun á svæðinu sem er í dag töluverð og ólíklegt að hún aukist mikið segir í kynningu	C C O O O C O O O O O C O O O O O C O C O O	búið er og ólíklegt að núverandi ljósmengun á svæðinu mæla sem er í dag töluverð að hún mikið aukist segir í kynningu	C C O O O O O O O F O C O O O O O O F C O O
1738	Næstkomandi sunnudag , 26. ágúst , ætla Mitsubishi og Vargurinn , Snorri Rafnsson , að taka höndum saman og halda heljarinnar pallbíla- og veiðiveislu í Mitsubishisalnum að Laugavegi 170 .	næstkomandi sunnudag 26. ágúst ætla mitsubishi og vargurinn snorri rafnsson að taka höndum saman og halda heljarinnar pallbíla- og veiðiveislu í mitsubishisalnum að laugavegi 170	O O O O C O O O O O O C O O O C O O O O O O O O O	næstkomandi sunnudag 26. ágúst ætla mitsubishi og vargurinn snorri rafnsson að taka höndum saman og halda heljarinnar pallbíla- og veiðiveislu í mitsubishisalnum að laugavegi 170	O O O O C O O O O O O C O O O C O O O O O O O O O
1739	Svo gerum eins og fyrirtækin telja yfirleitt sjálfsagt að gera eða það að endurskoða stefnuna reglulega og nota það sem hefur reynst vel , en finnum lausnir á þeim atriðum sem eru ekki að virka .	svo gerum eins og fyrirtækin telja yfirleitt sjálfsagt að gera eða það að endurskoða stefnuna reglulega og nota það sem hefur reynst vel en finnum lausnir á þeim atriðum sem eru ekki að virka	O C O O O O O O C O O O C O C O O O C O O C C O C O O O O O C O O C	svo eða gerum það en eins og telja fyrirtækin yfirleitt sjálfsagt að gera að endurskoða stefnuna reglulega og nota það sem hefur reynst vel finnum lausnir á þeim atriðum eru sem ekki virka að	O O F O O O O F O O O O C O C O O O C O O C C O C O O O O F O O F O
1740	Það tók mjög langan tíma í nefndinni að ræða þennan vikufjölda og mér fannst sem við værum komin á einhvern stað þar sem væri skilningur fyrir nauðsyn þess að hafa þetta í 22. vikum .	það tók mjög langan tíma í nefndinni að ræða þennan vikufjölda og mér fannst sem við værum komin á einhvern stað þar sem væri skilningur fyrir nauðsyn þess að hafa þetta í 22. vikum	O C O O O O O O O C O O O C O O C C O O O O O C O O O O O C O O O O	það mjög langan tíma í nefndinni tók og að þennan vikufjölda ræða mér fannst sem værum við á einhvern stað komin þar sem skilningur fyrir nauðsyn þess væri að þetta hafa í 22. vikum	O O O O O O F O O O O F O C O F O O O O F O O O O O O F O O F O O O
1741	Þá nefnir hún sömuleiðis að hana reki ekki minni til þess að hafa verið í matarboði þar sem karlmenn hafi haft frumkvæði að taka af borðinu , þótt margir hjálpi til og geri mögulega jafnmikið .	þá nefnir hún sömuleiðis að hana reki ekki minni til þess að hafa verið í matarboði þar sem karlmenn hafi haft frumkvæði að taka af borðinu þótt margir hjálpi til og geri mögulega jafnmikið	O C O O O O C O O O O O C C O O O O O C C O O C O O O O C O O C O O	þá hún sömuleiðis nefnir reki að hana ekki minni til þess að hafa verið í matarboði þar sem karlmenn hafi haft frumkvæði taka að af borðinu þótt margir hjálpi til og mögulega jafnmikið geri	O O O F F O O O O O O O C C O O O O O C C O F O O O O O C O O O O F
1742	116. greinin segir að hver sá sem taki sér eitthvert opinbert vald , sem hann ekki hafi , skuli sæta sektum eða varðhaldi eða , ef miklar sakir eru , fangelsi allt að 2 árum .	116. greinin segir að hver sá sem taki sér eitthvert opinbert vald sem hann ekki hafi skuli sæta sektum eða varðhaldi eða ef miklar sakir eru fangelsi allt að 2 árum	O O C O O O C C O O O O O O O O O O C O O O O O O O C O O O C	116. greinin segir að hver sá sektum eða varðhaldi eða skuli fangelsi allt að 2 árum sæta sem sér taki eitthvert opinbert vald sem hafi hann ekki eru ef miklar sakir	O O C O O O O O O O F O O O O O F O O F O O O O F O O F O O O
1743	Það er inntak greinar sem Gauti Eggertsson prófessor ritaði , en miðað við viðtökur sem sú grein hefur fengið er ekki þess að vænta að VG muni leggja baráttuna upp á annan hátt en síðast .	það er inntak greinar sem gauti eggertsson prófessor ritaði en miðað við viðtökur sem sú grein hefur fengið er ekki þess að vænta að vg muni leggja baráttuna upp á annan hátt en síðast	O C O O O O O O O C O O O C O O O O C C O O C O O C C O O O O O O O	það er inntak greinar en sem gauti ritaði eggertsson prófessor miðað við viðtökur er ekki sem sú grein fengið hefur þess að vænta að vg muni leggja baráttuna upp á annan hátt en síðast	O C O O O O O F O O O O O C O O O O F F O O C O O C C O O O O O O O
1744	Ég vill meina að ég sé rannsóknarblaðamaður og hjá Stundinni fékk ég töluvert meira rými til að skrifa greinar , sagði Atli Már aðspurður um greinina sem varð kveikjan að stefnu Guðmundar Spartakusar .	ég vill meina að ég sé rannsóknarblaðamaður og hjá stundinni fékk ég töluvert meira rými til að skrifa greinar sagði atli már aðspurður um greinina sem varð kveikjan að stefnu guðmundar spartakusar	O C O C O O C O O O C O O O O O O C O C O O O O O O C O O O O O	ég vill og að ég sé meina rannsóknarblaðamaður hjá fékk stundinni ég töluvert meira rými til að skrifa greinar atli már aðspurður sagði um greinina sem varð kveikjan að stefnu guðmundar spartakusar	O C O O O F F O O F O O O O O O O C O O O O F O O O C O O O O O
1745	Samkvæmt upplýsingum frá mennta- og menningamálaráðuneytinu fundu Íslensk stjórnvöld að því við ESA að erindið væri sent innanríkisráðuneytinu þó svo að ESA teldi málið snúast um íþróttalög og brot á vinnurétti , sem heyrir undir velferðarráðuneytið .	samkvæmt upplýsingum frá mennta- og menningamálaráðuneytinu fundu íslensk stjórnvöld að því við esa að erindið væri sent innanríkisráðuneytinu þó svo að esa teldi málið snúast um íþróttalög og brot á vinnurétti sem heyrir undir velferðarráðuneytið	O O O O O O C O O O O O O O O C C O O O O O C O C O O O O O O O C O O	samkvæmt upplýsingum frá mennta- og menningamálaráðuneytinu íslensk stjórnvöld að því við fundu esa að erindið væri sent innanríkisráðuneytinu þó svo að esa teldi málið um íþróttalög snúast og brot á vinnurétti sem heyrir undir velferðarráðuneytið	O O O O O O O O O O O F O O O C C O O O O O C O O O F O O O O O C O O
1746	Þetta var eitt af því sem við vissum og töluðum um í kosningabaráttunni , að einfalda kerfið , gera það straumlínulaga þannig að við gætum treyst á það , þó að við viljum flýta okkur hægt	þetta var eitt af því sem við vissum og töluðum um í kosningabaráttunni að einfalda kerfið gera það straumlínulaga þannig að við gætum treyst á það þó að við viljum flýta okkur hægt	O C O O O O O C O O O O C O C O C O O O O O C C O O O O O C C O O	þetta eitt af því var sem við vissum um í kosningabaráttunni og töluðum að einfalda kerfið gera það straumlínulaga þannig að við gætum á það treyst þó að viljum við flýta okkur hægt	O O O O F O O C O O O O C O C O C O O O O O C O O F O O F O C O O
1747	Páll Magnússon , sviðsstjóri stjórnsýslusviðs Kópavogs , flutti erindi á fundinum í morgun þar sem hann reyndi að svara spurningunni af hverju Heimsmarkmiðin væru mikilvæg fyrir Kópavog og hvernig bærinn noti SPI til að innleiða þau .	páll magnússon sviðsstjóri stjórnsýslusviðs kópavogs flutti erindi á fundinum í morgun þar sem hann reyndi að svara spurningunni af hverju heimsmarkmiðin væru mikilvæg fyrir kópavog og hvernig bærinn noti spi til að innleiða þau	O O O O O C O O O O O O O O C O C O O O O C O O O O O O C O O O C O	páll magnússon sviðsstjóri flutti stjórnsýslusviðs kópavogs erindi á fundinum í morgun þar sem hann reyndi að spurningunni af hverju heimsmarkmiðin væru mikilvæg fyrir svara kópavog og hvernig bærinn spi noti til að innleiða þau	O O O F O O O O O O O O O O C O O O O O F O O F O O O O O F O O C O
1748	Brynjar bætir því við að það eigi ekki að koma öðrum á óvart að kjörnir þingmenn mæti í þinghúsið til starfa án sérstakra tilkynninga fyrirfram , þótt þeir hafi verið einhvern tíma leiðinlegir og dónalegir .	brynjar bætir því við að það eigi ekki að koma öðrum á óvart að kjörnir þingmenn mæti í þinghúsið til starfa án sérstakra tilkynninga fyrirfram þótt þeir hafi verið einhvern tíma leiðinlegir og dónalegir	O C O O O O C O O C O O O O O O C O O O O O O O O O O C C O O O O O	brynjar því bætir við að það ekki eigi að koma öðrum á óvart að kjörnir þingmenn í þinghúsið til starfa án sérstakra tilkynninga fyrirfram þótt þeir hafi einhvern tíma leiðinlegir mæti og verið dónalegir	O O F O O O O F O C O O O O O O O O O O O O O O O O F O O O F O F O
1749	Þannig að ég held að þetta séu kannski beinharðir peningar sem ráða því , — að það svari ekki kostnaði að svo stöddu að fara í frekari rannsóknir , segir Skúli .	þannig að ég held að þetta séu kannski beinharðir peningar sem ráða því — að það svari ekki kostnaði að svo stöddu að fara í frekari rannsóknir segir skúli	O O O C O O C O O O O O C O O O C O O O O O O C O O O C O	þannig að ég held að þetta kannski séu beinharðir peningar að sem ráða því — það ekki kostnaði að svo svari stöddu að fara í frekari rannsóknir skúli segir	O O O C O O O F O O O O C O O O O O O O F O O C O O O O F
1750	Einn þeirra er utanvegahlauparinn Þorbergur Ingi Jónsson sem setti met í Mt. Esja Ultra-hlaupinu í fyrra þegar hann hljóp ellefu sinnum upp Esjuna á 9 klukkustundum og 39 mínútum .	einn þeirra er utanvegahlauparinn þorbergur ingi jónsson sem setti met í mt. esja ultra-hlaupinu í fyrra þegar hann hljóp ellefu sinnum upp esjuna á 9 klukkustundum og 39 mínútum	O O C O O O O O C O O O O O O O O O C O O O O O O O O O O	einn þeirra er utanvegahlauparinn þorbergur ingi jónsson sem met í mt. esja setti ultra-hlaupinu í fyrra þegar hann hljóp ellefu sinnum upp esjuna á 9 klukkustundum og 39 mínútum	O O C O O O O O O O O O F O O O O O C O O O O O O O O O O
1751	Með því að efla þjónustuna og gera hana meira í takt við nútímaþarfir , getur Microsoft nýtt tækifæri til vaxtar , með skýjaþjónustuna sem helsta vaxtarbroddinn og traustar tengingar við sterkt net viðskiptavina .	með því að efla þjónustuna og gera hana meira í takt við nútímaþarfir getur microsoft nýtt tækifæri til vaxtar með skýjaþjónustuna sem helsta vaxtarbroddinn og traustar tengingar við sterkt net viðskiptavina	O O O C O O C O O O O O O C O C O O O O O O O O O O O O O O O	með efla því að þjónustuna og gera hana meira í takt við nútímaþarfir microsoft tækifæri til vaxtar með skýjaþjónustuna sem helsta vaxtarbroddinn og traustar tengingar við sterkt net nýtt getur viðskiptavina	O F O O O O C O O O O O O O O O O O O O O O O O O O O O F F O
1752	Kvennablaðið vefmiðill hóf göngu sína í nóvember 2013 og lengst af í ritstjórn Steinunnar Ólínu Þorsteinsdóttur en hún endurvakti blaðið sem langamma hennar Bríet Bjarnhéðinsdóttir stofnaði árið 1885 og ritstýrði í 25 ár .	kvennablaðið vefmiðill hóf göngu sína í nóvember 2013 og lengst af í ritstjórn steinunnar ólínu þorsteinsdóttur en hún endurvakti blaðið sem langamma hennar bríet bjarnhéðinsdóttir stofnaði árið 1885 og ritstýrði í 25 ár	O O O O O O O O O O O C O O O O O O C O O O O O O C O O O C O O O	kvennablaðið vefmiðill og lengst af í ritstjórn steinunnar ólínu þorsteinsdóttur en hóf göngu sína í nóvember 2013 hún endurvakti blaðið sem langamma hennar bríet bjarnhéðinsdóttir árið stofnaði 1885 og ritstýrði í 25 ár	O O O O O O O O O O O C O O O O O O C O O O O O O O F O O C O O O
1753	Það má ekkert láta þetta stoppa lengi , þá er miklu erfiðara að starta þessu aftur , svo ég vona að hann svari mér í dag og í síðasta lagi á morgun .	það má ekkert láta þetta stoppa lengi þá er miklu erfiðara að starta þessu aftur svo ég vona að hann svari mér í dag og í síðasta lagi á morgun	O C O C O C O O O C O O C O O O O C O O C O O O O O O O O O	það ekkert þá láta er miklu erfiðara má þetta stoppa lengi að þessu aftur starta svo ég vona að hann mér í dag svari og í síðasta lagi á morgun	O O O C F O O F O C O O O O F O O C O O O O O F O O O O O O
1754	BBC hefur eftir rannsakendum að unnið hafi verið að því að setja upp útbúnað í lestinni sem sem dregur úr hraða þeirra lesta sem aka of hratt , svo nefndum PTC - búnaði .	bbc hefur eftir rannsakendum að unnið hafi verið að því að setja upp útbúnað í lestinni sem sem dregur úr hraða þeirra lesta sem aka of hratt svo nefndum ptc búnaði	O C O O O C C C O O O C O O O O O O O O O O C O O O O O C O O	bbc hefur eftir rannsakendum að hafi unnið verið að því að setja upp útbúnað í lestinni svo nefndum ptc búnaði sem sem dregur úr hraða þeirra lesta sem aka of hratt	O C O O O F F C O O O C O O O O O O O O O O C O O O O O C O O
1755	Í hugleiðingum veðurfræðings kemur fram að það sé útlit fyrir að suðvestanáttin haldist að minnsta kosti fram á á föstudag , en henni fylgir svalt veður og éljagangur um sunnan- og vestanvert landið .	í hugleiðingum veðurfræðings kemur fram að það sé útlit fyrir að suðvestanáttin haldist að minnsta kosti fram á á föstudag en henni fylgir svalt veður og éljagangur um sunnan- og vestanvert landið	O O O C O O O O C O O O O C O O O O O O O O C O O O O O O O O O	í hugleiðingum veðurfræðings kemur fram en sé að það útlit haldist fyrir að suðvestanáttin að minnsta kosti fram á á föstudag henni svalt veður og éljagangur fylgir um sunnan- og vestanvert landið	O O O C O O F O O O F O O O O O O O O O O O O O O O F O O O O O
1756	Hörðustu Brexit sinnarnir vilja útgöngu án nokkurs samkomulags og sjá fyrir sér að Bretland gæti orðið skattaskjól og verið í samfloti með öðrum engilsaxneskum ríkjum , Bandaríkjunum , Kanada , Ástralíu og Asíuríkjum .	hörðustu brexit sinnarnir vilja útgöngu án nokkurs samkomulags og sjá fyrir sér að bretland gæti orðið skattaskjól og verið í samfloti með öðrum engilsaxneskum ríkjum bandaríkjunum kanada ástralíu og asíuríkjum	O O O C O O O O O C O O O O C O O C O O O O O O O O O O O C	hörðustu vilja brexit sinnarnir útgöngu án nokkurs samkomulags og sjá fyrir sér að bretland gæti skattaskjól og verið í samfloti með öðrum engilsaxneskum ríkjum bandaríkjunum kanada ástralíu og asíuríkjum orðið	O F O O O O O O O C O O O O C O O C O O O O O O O O O O O C
