idx	original	no_punc_lower	adjacent	adjacent_gold	random	random_gold
2304	Rúnar Örn Ágústsson hafnaði í þrettánda sæti í Járnkarlinum sem fram fór í Kaupmannahöfn á sunnudaginn .	rúnar örn ágústsson hafnaði í þrettánda sæti í járnkarlinum sem fram fór í kaupmannahöfn á sunnudaginn	rúnar örn ágústsson í hafnaði þrettánda sæti í járnkarlinum sem fór fram í kaupmannahöfn á sunnudaginn	O O O O F O O O O O F O O O O O	rúnar örn ágústsson hafnaði í þrettánda fór sæti í járnkarlinum sem fram í kaupmannahöfn á sunnudaginn	O O O C O O F O O O O O O O O O
2305	Er upphæðin um 7,6 prósent af tekjum Símans í fyrra , sem námu alls 7.945 milljónum króna .	er upphæðin um 7,6 prósent af tekjum símans í fyrra sem námu alls 7.945 milljónum króna	er upphæðin um 7,6 prósent af tekjum símans í fyrra sem námu alls 7.945 milljónum króna	C O O O O O O O O O O C O O O O	er upphæðin um 7,6 námu prósent af tekjum símans í fyrra sem alls 7.945 milljónum króna	C O O O F O O O O O O O O O O O
2306	Hún er tögguð í einu tístinu .	hún er tögguð í einu tístinu	hún er tögguð í einu tístinu	O F F O O O	hún er í tögguð einu tístinu	O C O F O O
2307	Frétt mbl.is : Þyrlan send að sækja franskan sjómann	frétt mbl.is þyrlan send að sækja franskan sjómann	frétt mbl.is þyrlan send að sækja franskan sjómann	O O O C O C O O	frétt mbl.is send þyrlan að sækja franskan sjómann	O O F O O C O O
2308	Við getum ekki farið aftur á götuna .	við getum ekki farið aftur á götuna	við farið getum ekki aftur á götuna	O F F O O O O	við ekki getum farið aftur á götuna	O O F C O O O
2309	Þetta kemur fram í frétt á vef blaðsins .	þetta kemur fram í frétt á vef blaðsins	þetta kemur fram í frétt á vef blaðsins	O C O O O O O O	þetta kemur fram í frétt á vef blaðsins	O C O O O O O O
2310	Nýliðanámskeiðið hafi verið gagnlegt og þingflokkurinn fundað stíft .	nýliðanámskeiðið hafi verið gagnlegt og þingflokkurinn fundað stíft	nýliðanámskeiðið hafi gagnlegt verið og fundað þingflokkurinn stíft	O C O F O F O O	nýliðanámskeiðið hafi fundað gagnlegt verið og þingflokkurinn stíft	O C F O F O O O
2311	Sérstakur kokteilsgleðiseðill er í boði sem breytist reglulega .	sérstakur kokteilsgleðiseðill er í boði sem breytist reglulega	sérstakur kokteilsgleðiseðill er í boði sem breytist reglulega	O O C O O O C O	er sérstakur kokteilsgleðiseðill í boði sem breytist reglulega	F O O O O O C O
2312	Breytingin á stuðningi við stjórnina er innan vikmarka .	breytingin á stuðningi við stjórnina er innan vikmarka	breytingin á stuðningi við stjórnina innan er vikmarka	O O O O O O F O	breytingin á stuðningi við er stjórnina innan vikmarka	O O O O F O O O
2313	Af hverju er ég ekki frjáls fyrir honum ?	af hverju er ég ekki frjáls fyrir honum	af er hverju ég ekki frjáls fyrir honum	O F O O O O O O	af hverju ég ekki frjáls fyrir honum er	O O O O O O O F
2314	Frjálsi hugði ekki nægilega að hagsmunatengslum við Arion banka	frjálsi hugði ekki nægilega að hagsmunatengslum við arion banka	frjálsi hugði ekki nægilega að hagsmunatengslum við arion banka	O C O O O O O O O	hugði frjálsi ekki nægilega að hagsmunatengslum við arion banka	F O O O O O O O O
2315	Franska leyniþjónustan hafði fylgst með hópnum um hríð en liðsmenn hans hafa verið að kaupa vopn að undanförnu .	franska leyniþjónustan hafði fylgst með hópnum um hríð en liðsmenn hans hafa verið að kaupa vopn að undanförnu	franska leyniþjónustan hafði með fylgst hópnum um hríð en liðsmenn hafa hans verið að kaupa vopn að undanförnu	O O C O F O O O O O F O C O C O O O	franska leyniþjónustan fylgst með hafði hópnum um hríð en liðsmenn hans verið hafa að kaupa vopn að undanförnu	O O C O F O O O O O O F C O C O O O
2316	Herferðin Þekktu rauðu ljósin er svar Kvennaathvarfsins og Bjarkarhlíðar við síaukinni eftirspurn ungs fólk eftir aðstoð vegna ofbeldis í nánum samböndum .	herferðin þekktu rauðu ljósin er svar kvennaathvarfsins og bjarkarhlíðar við síaukinni eftirspurn ungs fólk eftir aðstoð vegna ofbeldis í nánum samböndum	herferðin þekktu rauðu ljósin svar er kvennaathvarfsins og bjarkarhlíðar við síaukinni eftirspurn ungs fólk eftir aðstoð vegna ofbeldis í nánum samböndum	O O O O O F O O O O O O O O O O O O O O O	herferðin þekktu rauðu ljósin er svar kvennaathvarfsins og bjarkarhlíðar við síaukinni eftirspurn ungs fólk eftir aðstoð vegna ofbeldis í nánum samböndum	O O O O C O O O O O O O O O O O O O O O O
2317	Það er ekki ljóst hvort að Harmon hafi hætt á Twitter til frambúðar eða hvort að ráðstöfunin sé til skemmri tíma .	það er ekki ljóst hvort að harmon hafi hætt á twitter til frambúðar eða hvort að ráðstöfunin sé til skemmri tíma	er það ekki ljóst hvort að harmon hafi hætt á twitter til frambúðar eða hvort að ráðstöfunin til sé skemmri tíma	F O O O O O O C C O O O O O O O O O F O O	það ekki ljóst hvort að harmon hætt á twitter hafi til frambúðar eða hvort er að ráðstöfunin sé til skemmri tíma	O O O O O O C O O F O O O O F O O C O O O
2318	Þetta er tækifæri fyrir okkur öll til að horfa í eigin barm , íhuga og skoða okkar eigin orð og hegðun .	þetta er tækifæri fyrir okkur öll til að horfa í eigin barm íhuga og skoða okkar eigin orð og hegðun	er þetta tækifæri fyrir okkur öll til að horfa í eigin barm íhuga og okkar skoða eigin orð og hegðun	F O O O O O O O C O O O C O O F O O O O	þetta tækifæri fyrir okkur öll er til að horfa í eigin barm og skoða íhuga okkar eigin orð og hegðun	O O O O O F O O C O O O O C F O O O O O
2319	Ég átti í mjög góðu samstarfi við hann en síðustu átján mánuðina komu þeir í veg fyrir að ég hitti hann .	ég átti í mjög góðu samstarfi við hann en síðustu átján mánuðina komu þeir í veg fyrir að ég hitti hann	átti ég í mjög góðu samstarfi við hann en síðustu átján mánuðina komu þeir í veg fyrir að ég hitti hann	F O O O O O O O O O O O C O O O O O O C O	ég átti í mjög góðu samstarfi við hann en síðustu átján hitti mánuðina þeir í veg fyrir að komu ég hann	O C O O O O O O O O O F O O O O O O F O O
2320	Spilling í stjórnmálum , sem gerir lobbýistum kleift að ná fram furðulegustu lögum og reglum , bætir að sjálfsögðu ekki úr skák .	spilling í stjórnmálum sem gerir lobbýistum kleift að ná fram furðulegustu lögum og reglum bætir að sjálfsögðu ekki úr skák	spilling í stjórnmálum sem lobbýistum gerir kleift ná að fram furðulegustu lögum og reglum bætir að sjálfsögðu ekki úr skák	O O O O O F O F O O O O O O C O O O O O	spilling í stjórnmálum sem lobbýistum kleift að fram furðulegustu lögum gerir og reglum bætir ná að sjálfsögðu ekki úr skák	O O O O O O O O O O F O O C F O O O O O
2321	Við umferðareftirlit á Bústaðavegi í nótt veitti lögreglan athygli bifreið sem stöðvaði skyndilega og breytti um akstursstefnu þegar hún nálgaðist eftirlitspóst lögreglunnar .	við umferðareftirlit á bústaðavegi í nótt veitti lögreglan athygli bifreið sem stöðvaði skyndilega og breytti um akstursstefnu þegar hún nálgaðist eftirlitspóst lögreglunnar	við umferðareftirlit á bústaðavegi í nótt veitti lögreglan athygli bifreið sem skyndilega stöðvaði breytti og um akstursstefnu þegar hún nálgaðist eftirlitspóst lögreglunnar	O O O O O O C O O O O O F F O O O O O C O O	við breytti umferðareftirlit á bústaðavegi í nótt lögreglan athygli bifreið sem stöðvaði skyndilega og veitti um akstursstefnu þegar hún nálgaðist eftirlitspóst lögreglunnar	O F O O O O O O O O O C O O F O O O O C O O
2322	Einnig áskilur Vísir sér rétt til að fjarlægja ærumeiðandi eða ósæmilegar athugasemdir og ummæli þeirra sem tjá sig ekki undir eigin nafni .	einnig áskilur vísir sér rétt til að fjarlægja ærumeiðandi eða ósæmilegar athugasemdir og ummæli þeirra sem tjá sig ekki undir eigin nafni	einnig áskilur vísir sér rétt til að ærumeiðandi fjarlægja eða ósæmilegar athugasemdir og ummæli þeirra tjá sem sig ekki undir eigin nafni	O C O O O O O O F O O O O O O F O O O O O O	tjá einnig vísir sér rétt til að fjarlægja ærumeiðandi eða ósæmilegar athugasemdir og ummæli þeirra sem sig ekki undir eigin áskilur nafni	F O O O O O O C O O O O O O O O O O O O F O
2323	Jim White er á því að þetta sýni hversu frábæran liðsanda og samkennd Jürgen Klopp hefur tekist að búa til á Anfield .	jim white er á því að þetta sýni hversu frábæran liðsanda og samkennd jürgen klopp hefur tekist að búa til á anfield	jim white er á því að þetta sýni hversu frábæran liðsanda og samkennd jürgen klopp hefur tekist að búa til á anfield	O O C O O O O C O O O O O O O F F O C O O O	jim white á því að sýni þetta hversu frábæran liðsanda og samkennd er tekist jürgen klopp hefur að búa til á anfield	O O O O O F O O O O O O F F O O C O C O O O
2324	Bjarni Benediktsson fjármálaráðherra skýtur föstum skotum á Twitter í kvöld á gagnrýni Ólafs Ragnars Grímssonar forseta Íslands varðandi fátækt í íslensku samfélagi .	bjarni benediktsson fjármálaráðherra skýtur föstum skotum á twitter í kvöld á gagnrýni ólafs ragnars grímssonar forseta íslands varðandi fátækt í íslensku samfélagi	bjarni benediktsson fjármálaráðherra skýtur föstum skotum á twitter í kvöld á gagnrýni ólafs ragnars grímssonar forseta íslands varðandi fátækt í íslensku samfélagi	O O O C O O O O O O O O O O O O O O O O O O	bjarni benediktsson fjármálaráðherra skýtur föstum skotum á twitter í kvöld á gagnrýni ólafs ragnars grímssonar forseta íslands varðandi fátækt í íslensku samfélagi	O O O C O O O O O O O O O O O O O O O O O O
2325	Þær tengist herferðinni umdeildu því ekki á nokkurn hátt .	þær tengist herferðinni umdeildu því ekki á nokkurn hátt	þær herferðinni tengist umdeildu því ekki á nokkurn hátt	O O F O O O O O O	þær tengist herferðinni umdeildu því ekki á nokkurn hátt	O C O O O O O O O
2326	Ekkert jafnast svo á við venjulegan matarsóda við salernisþrif .	ekkert jafnast svo á við venjulegan matarsóda við salernisþrif	jafnast ekkert svo á við venjulegan matarsóda við salernisþrif	F O O O O O O O O	ekkert svo á við venjulegan matarsóda við salernisþrif jafnast	O O O O O O O O F
2327	88 voru hlynnt banninu en 68 lögðust gegn því .	88 voru hlynnt banninu en 68 lögðust gegn því	88 voru hlynnt banninu en 68 lögðust gegn því	O C O O O O C O O	88 hlynnt banninu en 68 lögðust gegn voru því	O O O O O C O F O
2328	Það að þeir voru komnir yfir breytti leikmyndinni .	það að þeir voru komnir yfir breytti leikmyndinni	það að þeir voru komnir yfir breytti leikmyndinni	O O O F F O C O	komnir það að þeir yfir voru breytti leikmyndinni	F O O O O F C O
2329	Sigmundur Davíð segir að í fréttunum ægi öllu saman .	sigmundur davíð segir að í fréttunum ægi öllu saman	sigmundur davíð segir að í fréttunum öllu ægi saman	O O C O O O O F O	sigmundur davíð segir að í ægi fréttunum öllu saman	O O C O O F O O O
2330	Það besta sem fram fer á samfélagsmiðlunum segja sumir .	það besta sem fram fer á samfélagsmiðlunum segja sumir	það besta sem fer fram á samfélagsmiðlunum segja sumir	O O O F O O O C O	það besta sem segja fram fer á samfélagsmiðlunum sumir	O O O F O C O O O
2331	Hér má sjá nokkur brot úr Magasíninu í dag .	hér má sjá nokkur brot úr magasíninu í dag	hér má nokkur sjá brot úr magasíninu í dag	O C O F O O O O O	sjá hér má nokkur brot úr magasíninu í dag	F O C O O O O O O
2332	Því meira lostæti , því meira karma er viðkvæðið .	því meira lostæti því meira karma er viðkvæðið	því meira lostæti því meira er karma viðkvæðið	O O O O O F O O	því meira lostæti er því meira karma viðkvæðið	O O O F O O O O
2333	Mjög mikið hefur verið að gera hjá björgunarsveitunum undanfarið .	mjög mikið hefur verið að gera hjá björgunarsveitunum undanfarið	mjög mikið hefur verið að hjá gera björgunarsveitunum undanfarið	O O C C O O F O O	mjög mikið hefur að gera verið hjá björgunarsveitunum undanfarið	O O C O C F O O O
2334	Fjölnir og Breiðablik eigast við í Pepsi-deild karla í knattspyrnu en flautað er til leiks á Extravellinum í Grafarvogi klukkan 19.15 .	fjölnir og breiðablik eigast við í pepsi-deild karla í knattspyrnu en flautað er til leiks á extravellinum í grafarvogi klukkan 19.15	fjölnir og eigast breiðablik við í pepsi-deild karla í knattspyrnu en flautað er til leiks á extravellinum í grafarvogi klukkan 19.15	O O F O O O O O O O O C C O O O O O O O O	fjölnir og breiðablik eigast er við í pepsi-deild karla í knattspyrnu en flautað til leiks á extravellinum í grafarvogi klukkan 19.15	O O O C F O O O O O O O C O O O O O O O O
2335	Samkomulag Sýrlandsstjórnar og uppreisnarmanna , annarra en vígasamtakanna Al Nusra og Íslamska ríkisins , um að gera hlé á bardögum náðist í febrúar .	samkomulag sýrlandsstjórnar og uppreisnarmanna annarra en vígasamtakanna al nusra og íslamska ríkisins um að gera hlé á bardögum náðist í febrúar	samkomulag sýrlandsstjórnar og uppreisnarmanna annarra en vígasamtakanna al nusra og íslamska ríkisins um að hlé gera á náðist bardögum í febrúar	O O O O O O O O O O O O O O O F O F O O O	samkomulag sýrlandsstjórnar og uppreisnarmanna annarra gera en vígasamtakanna al nusra og íslamska ríkisins um að hlé á bardögum náðist í febrúar	O O O O O F O O O O O O O O O O O O C O O
2336	Litið er á málið sem forgangsmál og fær það flýtimeðferð en þó er ekki ljóst hvenær ákvörðun verður tekin , segir í fréttinni .	litið er á málið sem forgangsmál og fær það flýtimeðferð en þó er ekki ljóst hvenær ákvörðun verður tekin segir í fréttinni	litið er á málið sem forgangsmál og það fær flýtimeðferð en er þó ekki ljóst hvenær ákvörðun verður tekin í segir fréttinni	C C O O O O O O F O O F O O O O O C C O F O	er á málið tekin sem fær forgangsmál og það flýtimeðferð en þó litið er ekki ljóst verður hvenær ákvörðun segir í fréttinni	C O O F O F O O O O O O F C O O F O O C O O
2337	Hún er enn um þessar mundir að stjórna kór skólans en gert er ráð fyrir að hún láti af störfum í lok október .	hún er enn um þessar mundir að stjórna kór skólans en gert er ráð fyrir að hún láti af störfum í lok október	er hún enn um þessar mundir að stjórna kór skólans en gert ráð er fyrir að láti hún af störfum í lok október	F O O O O O O C O O O C O F O O F O O O O O O	hún er er enn um þessar mundir að stjórna kór skólans láti en gert ráð fyrir að hún af störfum í lok október	O C F O O O O O C O O F O C O O O O O O O O O
2338	Að þessu athuguðu og þrátt fyrir að ákærðu hafi verið sýknaðir af hluta sakargifta samkvæmt ákæru verður héraðsdómur staðfestur um refsingu þeirra .	að þessu athuguðu og þrátt fyrir að ákærðu hafi verið sýknaðir af hluta sakargifta samkvæmt ákæru verður héraðsdómur staðfestur um refsingu þeirra	að þessu athuguðu og þrátt fyrir að ákærðu hafi verið sýknaðir af hluta sakargifta samkvæmt ákæru verður héraðsdómur staðfestur um refsingu þeirra	O O C O O O O O C F F O O O O O C O C O O O	að þessu athuguðu og þrátt fyrir að ákærðu verið staðfestur af hluta sakargifta samkvæmt ákæru verður héraðsdómur um hafi refsingu þeirra sýknaðir	O O C O O O O O C F O O O O O C O O F O O F
2339	Félagaskipti erlendis frá þurfa einnig að berast fyrir þann tíma en síðan geta liðið allt að sjö dagar þar til viðkomandi fær keppnisleyfi .	félagaskipti erlendis frá þurfa einnig að berast fyrir þann tíma en síðan geta liðið allt að sjö dagar þar til viðkomandi fær keppnisleyfi	félagaskipti erlendis frá einnig þurfa berast að fyrir þann tíma en síðan geta liðið allt að sjö dagar þar til viðkomandi keppnisleyfi fær	O O O O F F O O O O O O C C O O O O O O O O F	félagaskipti erlendis frá einnig að þurfa berast fyrir þann tíma geta en síðan allt að sjö dagar þar til viðkomandi fær liðið keppnisleyfi	O O O O O F C O O O F O O O O O O O O O C F O
2340	Hins vegar var urgur í öðrum félögum , og til að mynda töldu hestamenn í Sörla Hafnarfirði þarna freklega fram hjá sér gengið ?	hins vegar var urgur í öðrum félögum og til að mynda töldu hestamenn í sörla hafnarfirði þarna freklega fram hjá sér gengið	hins var vegar urgur í öðrum félögum og til að mynda töldu hestamenn í sörla hafnarfirði þarna freklega fram hjá sér gengið	O F O O O O O O O O C C O O O O O O O O O C	hins vegar var urgur í öðrum félögum og til að töldu hestamenn í sörla hafnarfirði þarna freklega fram gengið hjá sér mynda	O O C O O O O O O O C O O O O O O O F O O F
2341	Þá hafa fáeinir ökumenn verið staðnir að of hröðum akstri á undanförnum dögum , að því er segir í tilkynningu frá lögreglustjóranum á Suðurnesjum .	þá hafa fáeinir ökumenn verið staðnir að of hröðum akstri á undanförnum dögum að því er segir í tilkynningu frá lögreglustjóranum á suðurnesjum	þá fáeinir hafa verið ökumenn staðnir að of hröðum akstri á undanförnum dögum að því er í segir tilkynningu frá lögreglustjóranum á suðurnesjum	O O F F O C O O O O O O O O O O O F O O O O O	þá hafa fáeinir ökumenn að of hröðum akstri verið á undanförnum dögum að því er segir í tilkynningu frá lögreglustjóranum staðnir á suðurnesjum	O C O O O O O O F O O O O O O C O O O O F O O
2342	Með Audi h — tron er sýnt fram á hversu gríðarleg tækifæri felast í tækninýjungum í efnarafgjöfum , segir í tilkynningu frá Heklu .	með audi h — tron er sýnt fram á hversu gríðarleg tækifæri felast í tækninýjungum í efnarafgjöfum segir í tilkynningu frá heklu	með audi h — er tron sýnt fram á hversu gríðarleg tækifæri felast í tækninýjungum í efnarafgjöfum í segir tilkynningu frá heklu	O O O O F O C O O O O O C O O O O O F O O O	með audi h er — tron sýnt fram á hversu gríðarleg tækifæri í tækninýjungum í efnarafgjöfum segir í tilkynningu frá felast heklu	O O O F O O C O O O O O O O O O C O O O F O
2343	Donald Trump er 45. forseti Bandaríkjanna eftir sigur í forsetakosningunum í nótt en hver er þessi Trump sem hefur komið heimsbyggðinni í opna skjöldu ?	donald trump er 45. forseti bandaríkjanna eftir sigur í forsetakosningunum í nótt en hver er þessi trump sem hefur komið heimsbyggðinni í opna skjöldu	donald er trump 45. forseti bandaríkjanna eftir sigur í forsetakosningunum í nótt en hver er þessi trump sem hefur heimsbyggðinni komið í opna skjöldu	O F O O O O O O O O O O O O C O O O C O F O O O	donald trump er 45. forseti bandaríkjanna eftir sigur í forsetakosningunum komið í er nótt en hver þessi trump sem hefur heimsbyggðinni í opna skjöldu	O O C O O O O O O O F O F O O O O O O C O O O O
2344	Árni Þorsteinsson segir yfir 30 pantanir hafa borist fyrsta mánuðinn .	árni þorsteinsson segir yfir 30 pantanir hafa borist fyrsta mánuðinn	árni segir þorsteinsson yfir 30 pantanir hafa borist fyrsta mánuðinn	O F O O O O C C O O	árni þorsteinsson hafa yfir segir 30 pantanir borist fyrsta mánuðinn	O O F O F O O C O O
2345	Núna er enginn snjór , allt iðagrænt og gott veður .	núna er enginn snjór allt iðagrænt og gott veður	núna enginn er snjór allt iðagrænt og gott veður	O O F O O O O O O	núna enginn snjór allt iðagrænt er og gott veður	O O O O O F O O O
2346	Þá segia kaupmenn hærri fasteignafjöld og fækkun bílastæða einnig hafa áhrif	þá segia kaupmenn hærri fasteignafjöld og fækkun bílastæða einnig hafa áhrif	segia þá kaupmenn hærri fasteignafjöld og fækkun bílastæða einnig hafa áhrif	F O O O O O O O O C O	þá kaupmenn hærri fasteignafjöld og fækkun bílastæða einnig segia hafa áhrif	O O O O O O O O F C O
2347	Það er bara lokað og sett í lás .	það er bara lokað og sett í lás	það er bara sett lokað og í lás	O C O F F O O O	það lokað bara er og sett í lás	O F O F O C O O
2348	Ebólufaraldur og vopnuð átök í Kongó kalla á stuðning frá Íslandi	ebólufaraldur og vopnuð átök í kongó kalla á stuðning frá íslandi	ebólufaraldur og vopnuð átök í kongó kalla á stuðning frá íslandi	O O O O O O C O O O O	ebólufaraldur og vopnuð átök í kongó kalla á stuðning frá íslandi	O O O O O O C O O O O
2349	Þórdís segir Lyru fyrir alla , konur jafnt sem karla .	þórdís segir lyru fyrir alla konur jafnt sem karla	þórdís segir lyru fyrir alla konur jafnt sem karla	O C O O O O O O O	þórdís segir lyru fyrir alla konur jafnt sem karla	O C O O O O O O O
2350	Ég er ekki búin að fá svar við því .	ég er ekki búin að fá svar við því	ég búin er ekki að fá svar við því	O F F O O C O O O	ég ekki búin fá að er svar við því	O O C F O F O O O
2351	Hvað á að gera við landamærin milli Írlands og Norður-Írlands ?	hvað á að gera við landamærin milli írlands og norður-írlands	hvað á að við gera landamærin milli írlands og norður-írlands	O C O O F O O O O O	hvað að gera á við landamærin milli írlands og norður-írlands	O O C F O O O O O O
2352	Við höfum ekki ákveðið hvað skuli taka til bragð .	við höfum ekki ákveðið hvað skuli taka til bragð	höfum við ekki ákveðið hvað skuli til taka bragð	F O O C O C O F O	við ekki hvað skuli taka höfum ákveðið til bragð	O O O C C F F O O
2353	Þannig að það væri alveg tilvalið , segir Kristján .	þannig að það væri alveg tilvalið segir kristján	þannig að væri það alveg tilvalið segir kristján	O O F O O O C O	þannig segir að það væri alveg tilvalið kristján	O F O O C O O O
2354	Miklar framkvæmdir standa nú yfir við Urriðavatn skammt frá Egilsstöðum þar sem nýr baðstaður er að taka á sig mynd .	miklar framkvæmdir standa nú yfir við urriðavatn skammt frá egilsstöðum þar sem nýr baðstaður er að taka á sig mynd	miklar framkvæmdir standa nú yfir við urriðavatn skammt frá egilsstöðum þar sem nýr baðstaður taka er að á sig mynd	O O C O O O O O O O O O O O F F O O O O	miklar framkvæmdir nú yfir við urriðavatn skammt frá egilsstöðum þar standa sem nýr baðstaður er að taka á sig mynd	O O O O O O O O O O F O O O C O C O O O
2355	Að sögn Pauline Foulkes , fulltrúa verkalýðsfélags verslunarstarfsmanna hafa margir áhyggjur af uppsögnunum og er búist við fleirum innan tíðar .	að sögn pauline foulkes fulltrúa verkalýðsfélags verslunarstarfsmanna hafa margir áhyggjur af uppsögnunum og er búist við fleirum innan tíðar	að sögn pauline foulkes fulltrúa verkalýðsfélags verslunarstarfsmanna hafa margir áhyggjur af uppsögnunum og er við búist fleirum innan tíðar	O O O O O O O C O O O O O C O F O O O	að sögn pauline foulkes fulltrúa verkalýðsfélags verslunarstarfsmanna margir áhyggjur hafa af uppsögnunum og búist er við fleirum innan tíðar	O O O O O O O O O F O O O F C O O O O
2356	Brot hans tengjast ekki meintu samráði við Rússa með beinum hætti heldur störfum hans sem málafylgjumaður fyrir fyrrverandi ríkisstjórn Úkraínu .	brot hans tengjast ekki meintu samráði við rússa með beinum hætti heldur störfum hans sem málafylgjumaður fyrir fyrrverandi ríkisstjórn úkraínu	brot tengjast hans ekki meintu samráði við rússa með beinum hætti heldur störfum hans sem málafylgjumaður fyrir fyrrverandi ríkisstjórn úkraínu	O F O O O O O O O O O O O O O O O O O O	brot hans ekki meintu samráði við rússa með beinum hætti heldur störfum hans sem málafylgjumaður tengjast fyrir fyrrverandi ríkisstjórn úkraínu	O O O O O O O O O O O O O O O F O O O O
2357	Ég vona sannarlega að þetta verði til þess að börn og ungmenni fái sterkari rödd í okkar samfélagi .	ég vona sannarlega að þetta verði til þess að börn og ungmenni fái sterkari rödd í okkar samfélagi	ég vona sannarlega að þetta verði til þess að börn og ungmenni sterkari fái rödd í okkar samfélagi	O C O O O C O O O O O O O F O O O O	ég vona sannarlega að þetta til þess að börn fái og ungmenni sterkari rödd í okkar verði samfélagi	O C O O O O O O O F O O O O O O F O
2358	FBI hefur verið sakað um að vinna gegn Hillary Clinton , frambjóðanda Demókrataflokksins , sem beið lægri hlut í kosningunum .	fbi hefur verið sakað um að vinna gegn hillary clinton frambjóðanda demókrataflokksins sem beið lægri hlut í kosningunum	hefur fbi verið sakað um að vinna gegn hillary clinton frambjóðanda demókrataflokksins sem lægri beið hlut í kosningunum	F O C O O O C O O O O O O O F O O O	fbi sakað um að vinna gegn hillary clinton frambjóðanda demókrataflokksins sem beið lægri hlut hefur í verið kosningunum	O O O O C O O O O O O C O O F O F O
2359	Kópurinn , viðurkenningar menntaráðs Kópavogs fyrir framúrskarandi skólastarf í grunnskólum Kópavogs , var veittur nýlega við hátíðlega athöfn í Salnum .	kópurinn viðurkenningar menntaráðs kópavogs fyrir framúrskarandi skólastarf í grunnskólum kópavogs var veittur nýlega við hátíðlega athöfn í salnum	kópurinn viðurkenningar menntaráðs kópavogs fyrir framúrskarandi skólastarf í grunnskólum var kópavogs veittur nýlega við hátíðlega athöfn í salnum	O O O O O O O O O F O C O O O O O O	kópurinn viðurkenningar menntaráðs kópavogs fyrir framúrskarandi skólastarf í grunnskólum kópavogs veittur nýlega við var hátíðlega athöfn í salnum	O O O O O O O O O O C O O F O O O O
2360	Þarna var sönnun þess hve lítils konur eru metnar í samanburði við karlmenn sem sinna nákvæmlega sama starfi .	þarna var sönnun þess hve lítils konur eru metnar í samanburði við karlmenn sem sinna nákvæmlega sama starfi	þarna var sönnun þess hve lítils konur eru metnar í samanburði við karlmenn sem sinna nákvæmlega sama starfi	O C O O O O O F F O O O O O C O O O	þarna var sönnun eru þess hve metnar lítils konur í samanburði við karlmenn sem sinna nákvæmlega sama starfi	O C O F O O F O O O O O O O C O O O
2361	Það væri vegna þess að Alþingi hefði haft fullt forræði á málinu eftir að hún lagði tillögu sína fyrir þingið .	það væri vegna þess að alþingi hefði haft fullt forræði á málinu eftir að hún lagði tillögu sína fyrir þingið	það væri vegna þess að alþingi hefði haft fullt forræði á málinu eftir að hún lagði tillögu sína fyrir þingið	O C O O O O F F O O O O O O O C O O O O	hefði það væri vegna þess að alþingi fullt forræði á málinu eftir að hún haft lagði tillögu sína fyrir þingið	F O C O O O O O O O O O O O F C O O O O
2362	Þegar könnunarfarið New Horizons þaut fram hjá dvergreikistjörnunni Plútó fyrir tveimur árum vöktu risavaxnar ísmyndanir sem líkjast hnífsblöðum athygli vísindamanna .	þegar könnunarfarið new horizons þaut fram hjá dvergreikistjörnunni plútó fyrir tveimur árum vöktu risavaxnar ísmyndanir sem líkjast hnífsblöðum athygli vísindamanna	þegar könnunarfarið new horizons þaut fram hjá dvergreikistjörnunni plútó fyrir tveimur árum risavaxnar vöktu ísmyndanir líkjast sem hnífsblöðum athygli vísindamanna	O O O O C O O O O O O O O F O F O O O O	þegar könnunarfarið new horizons fram hjá dvergreikistjörnunni vöktu þaut plútó fyrir tveimur árum risavaxnar ísmyndanir sem líkjast hnífsblöðum athygli vísindamanna	O O O O O O O F F O O O O O O O C O O O
2363	Var stöðin fyrst opnuð árið 1987 en Stefán og Rannveig létu af störfum í fyrra þegar nýir eigendur tóku við .	var stöðin fyrst opnuð árið 1987 en stefán og rannveig létu af störfum í fyrra þegar nýir eigendur tóku við	var stöðin fyrst opnuð árið 1987 en stefán og rannveig létu af störfum í fyrra þegar nýir eigendur við tóku	C O O O O O O O O O C O O O O O O O O F	stöðin fyrst var tóku opnuð árið 1987 en stefán og rannveig létu af störfum í fyrra þegar nýir eigendur við	O O F F O O O O O O O C O O O O O O O O
2364	Af þeim sögðust 53% vera án trúarbragða .	af þeim sögðust 53% vera án trúarbragða	af sögðust þeim 53% vera án trúarbragða	O F O O C O O	af þeim 53% vera án trúarbragða sögðust	O O O C O O F
2365	Rúmlega 40 tónlistarmenn og hljómsveitir munu koma þar fram .	rúmlega 40 tónlistarmenn og hljómsveitir munu koma þar fram	rúmlega 40 tónlistarmenn og hljómsveitir munu þar koma fram	O O O O O C O F O	rúmlega koma 40 tónlistarmenn og hljómsveitir munu þar fram	O F O O O O C O O
2366	Ég reikna ekki með öðru , segir Sólveig Anna	ég reikna ekki með öðru segir sólveig anna	reikna ég ekki með öðru segir sólveig anna	F O O O O C O O	ég ekki reikna með öðru segir sólveig anna	O O F O O C O O
2367	Hann hafnaði því alfarið að hafa veist að henni .	hann hafnaði því alfarið að hafa veist að henni	hann hafnaði því alfarið að hafa veist að henni	O C O O O F F O O	hann því hafnaði alfarið að hafa að henni veist	O O F O O C O O F
2368	En við þurfum klárlega að grípa til aðgerða .	en við þurfum klárlega að grípa til aðgerða	en við þurfum klárlega að grípa til aðgerða	O O C O O C O O	en þurfum við klárlega að grípa til aðgerða	O F O O O C O O
