idx	original	no_punc_lower	correct_gold	no_punc_lower_permuted	permuted_gold
1917	Sádi-arabísk yfirvöld greindu frá því eftir að þau viðurkenndu að Khashoggi hefði verið myrtur að al-Qahtani hefði verið rekinn sem fjölmiðlafulltrúi bin Salmans .	sádi-arabísk yfirvöld greindu frá því eftir að þau viðurkenndu að khashoggi hefði verið myrtur að al-qahtani hefði verið rekinn sem fjölmiðlafulltrúi bin salmans	O O C O O O O O C O O C C C O O C C O O O O C	sádi-arabísk yfirvöld greindu frá því eftir að viðurkenndu þau að verið khashoggi hefði myrtur að verið hefði al-qahtani sem fjölmiðlafulltrúi bin salmans rekinn	O O C O O O O F O O F O F C O F C O O O O O F
1918	City fer með sigrinum í 56 stig í deildinni og er fjórum stigum frá toppliði Liverpool sem vann 4 – 3 sigur gegn Crystal Palace í gær .	city fer með sigrinum í 56 stig í deildinni og er fjórum stigum frá toppliði liverpool sem vann 4 – 3 sigur gegn crystal palace í gær	O C O O O O O O O O C O O O O O O C O O O O O O O O O	city fer með sigrinum í 56 stig í deildinni og er fjórum stigum frá toppliði liverpool sem vann 4 – 3 sigur gegn crystal palace í gær	O C O O O O O O O O C O O O O O O C O O O O O O O O O
1919	Sanders hefur sótt verulega á í ríkinu og er búist við því að úrslit þar eigi eftir að hafa mikil áhrif á framhaldi baráttunnar þeirra á milli .	sanders hefur sótt verulega á í ríkinu og er búist við því að úrslit þar eigi eftir að hafa mikil áhrif á framhaldi baráttunnar þeirra á milli	O C C O O O O O C C O O O O O C O O C O O O O O O O O	sanders verulega á í ríkinu sótt og hefur við því búist er að úrslit þar eigi eftir að hafa mikil áhrif á framhaldi baráttunnar þeirra á milli	O O O O O F O F O O F F O O O C O O C O O O O O O O O
1920	Ég fór í framhaldinu að leita að lyfi sem virkaði á þetta og fann þá eitt hjá fyrirtæki í Japan sem örvaði þetta boðleiðakerfi í heilanum .	ég fór í framhaldinu að leita að lyfi sem virkaði á þetta og fann þá eitt hjá fyrirtæki í japan sem örvaði þetta boðleiðakerfi í heilanum	O C O O O O C O O O C O O C O O O O O O O C O O O O	ég fór í framhaldinu leita að að lyfi sem á þetta virkaði og fann þá eitt hjá fyrirtæki í japan örvaði sem þetta boðleiðakerfi í heilanum	O C O O F O O O O O O F O C O O O O O O F O O O O O
1921	Annað sem Michele gerir á morgnana er að drekka sellerísafa , sem hún segir hafa góð heilsusamleg áhrif auk þess sem það sé góð hreinsun á morgnana .	annað sem michele gerir á morgnana er að drekka sellerísafa sem hún segir hafa góð heilsusamleg áhrif auk þess sem það sé góð hreinsun á morgnana	O C O O O O C O O O O O O C O O O C O O O C O O O C	annað gerir sem michele á morgnana er að drekka sellerísafa hafa sem segir hún góð heilsusamleg áhrif auk þess sem það sé góð hreinsun á morgnana	O F O O O O C O C O F O C O O O O O O O O C O O O O
1922	Fyrirtækið ÍSP var fært undir gildissvið upplýsingalaga í ársbyrjun 2013 og hefur Pósturinn tekið þann pólinn í hæðina að afhenda ekki gögn sem urðu til fyrir það tímamark .	fyrirtækið ísp var fært undir gildissvið upplýsingalaga í ársbyrjun 2013 og hefur pósturinn tekið þann pólinn í hæðina að afhenda ekki gögn sem urðu til fyrir það tímamark	O O C C O O O O O O O C O C O O O O O C O O O C O O O O	fyrirtækið ísp fært var undir gildissvið upplýsingalaga í ársbyrjun 2013 og hefur pósturinn tekið þann pólinn í hæðina að afhenda ekki gögn sem til urðu fyrir það tímamark	O O F F O O O O O O O C O C O O O O O C O O O O F O O O
1923	Þetta getur verið hækkun um 15 til 20 prósent þannig að samanlagt erum við kannski að horfa á 30% hækkun ef ekki verður brugðist við þessum breytingum .	þetta getur verið hækkun um 15 til 20 prósent þannig að samanlagt erum við kannski að horfa á 30% hækkun ef ekki verður brugðist við þessum breytingum	O C C O O O O O O O O O C O O O C O O O O O C O O O C	þetta verið getur hækkun um 15 til 20 prósent þannig að samanlagt erum við kannski að horfa á 30% hækkun ef ekki verður við þessum breytingum brugðist	O F F O O O O O O O O O C O O O C O O O O O C O O O F
1924	Flokkarnir stóru fara ekki alveg eins að en fundargestum er gert skilt að hlusta á ræður frambjóðenda og taka þátt í umræðum áður en þeir fá að kjósa .	flokkarnir stóru fara ekki alveg eins að en fundargestum er gert skilt að hlusta á ræður frambjóðenda og taka þátt í umræðum áður en þeir fá að kjósa	O O C O O O O O O C O O O C O O O O C O O O O O O C O C	flokkarnir stóru ekki alveg eins fara að en fundargestum er gert skilt að hlusta á ræður frambjóðenda og þátt taka í umræðum áður en þeir fá að kjósa	O O O O O F O O O C O O O C O O O O O F O O O O O C O C
1925	Þegar Jenner sá manninn öskraði hún að honum og sagði honum að yfirgefa svæðið , sem varð til þess að hann fór að berja bíl hennar að utan .	þegar jenner sá manninn öskraði hún að honum og sagði honum að yfirgefa svæðið sem varð til þess að hann fór að berja bíl hennar að utan	O O C O C O O O O C O O C O O C O O O O C O C O O O O	þegar sá jenner manninn öskraði hún að honum og sagði honum að yfirgefa svæðið sem varð til þess fór að hann að bíl hennar að utan berja	O F O O C O O O O C O O C O O C O O F O O O O O O O F
1926	Íbúar Garðs og Sandgerðis munu kjósa um sameiningu sveitarfélaganna laugardaginn 11. nóvember .	íbúar garðs og sandgerðis munu kjósa um sameiningu sveitarfélaganna laugardaginn 11. nóvember	O O O O C C O O O O O O	íbúar garðs og sandgerðis um sameiningu kjósa sveitarfélaganna laugardaginn munu 11. nóvember	O O O O O O F O O F O O
1927	Íslenska heilbrigðiskerfið sé alls óviðbúið því að takast á við slíka þróun .	íslenska heilbrigðiskerfið sé alls óviðbúið því að takast á við slíka þróun	O O C O O O O C O O O O	íslenska heilbrigðiskerfið alls óviðbúið sé því að á við slíka þróun takast	O O O O F O O O O O O F
1928	McGregor Promotions tók þátt í að auglýsa bardaga Conors og Floyd Mayweather .	mcgregor promotions tók þátt í að auglýsa bardaga conors og floyd mayweather	O O C O O O C O O O O O	mcgregor promotions tók þátt í að auglýsa bardaga conors og floyd mayweather	O O C O O O C O O O O O
1929	Fyrrverandi forsætisráðherra Frakklands , Manuel Valls , hefur sagt skilið við Sósíalistaflokkinn .	fyrrverandi forsætisráðherra frakklands manuel valls hefur sagt skilið við sósíalistaflokkinn	O O O O O C C O O O	fyrrverandi forsætisráðherra frakklands manuel valls hefur sagt skilið við sósíalistaflokkinn	O O O O O C C O O O
1930	Svo er að koma ljósleiðari og hann kostar 300 þúsund á býli .	svo er að koma ljósleiðari og hann kostar 300 þúsund á býli	O C O O C O O C O O O O	svo er að koma ljósleiðari og hann 300 þúsund kostar á býli	O C O C O O O O O F O O
1931	Dauðarefsing er við smygli á svo miklu magni af kannabisefnum í Indónesíu .	dauðarefsing er við smygli á svo miklu magni af kannabisefnum í indónesíu	O C O O O O O O O O O O	dauðarefsing er við smygli á svo miklu magni af kannabisefnum í indónesíu	O C O O O O O O O O O O
1932	Samhliða því að geitin fari á sinn stað koma jólin í IKEA .	samhliða því að geitin fari á sinn stað koma jólin í ikea	O O C O O O O O C O O O	samhliða því að geitin fari á sinn stað koma jólin í ikea	O O O O C O O O C O O O
1933	Hún var að ljúka MBA gráðu frá Háskóla Íslands nú í vor .	hún var að ljúka mba gráðu frá háskóla íslands nú í vor	O C O O O O C O O O O O	hún var að mba gráðu ljúka frá háskóla íslands nú í vor	O C O O O F O O O O O O
1934	Romero fékk hægan dauðdaga í faðmi fjölskyldu sinnar ; konu og dóttur .	romero fékk hægan dauðdaga í faðmi fjölskyldu sinnar konu og dóttur	O C O O O O O O O O O	romero hægan dauðdaga í faðmi fjölskyldu sinnar konu og dóttur fékk	O O O O O O O O O O F
1935	Eftir því sem verð hækkar sé líklegra að fólk leiti að staðkvæmdarvöru .	eftir því sem verð hækkar sé líklegra að fólk leiti að staðkvæmdarvöru	O O C O O O C O O C O O	eftir því sem verð hækkar líklegra sé að fólk leiti að staðkvæmdarvöru	O O O O C O F O O C O O
1936	Sjálfur nota ég púða — stuttbuxur og klæðist léttum síðum buxum utan yfir á veturna , útskýrir Stefán og bendir á að gott sé að miða við þegar lagt er af stað á hjólinu að vera örlítið kalt í fyrstu .	sjálfur nota ég púða — stuttbuxur og klæðist léttum síðum buxum utan yfir á veturna útskýrir stefán og bendir á að gott sé að miða við þegar lagt er af stað á hjólinu að vera örlítið kalt í fyrstu	O C O O O O O C O O O O O O O C O O C O O O C O C O O C O O O O O C O O O O C	sjálfur nota ég púða — stuttbuxur og léttum síðum buxum utan yfir á veturna klæðist stefán útskýrir og á að bendir gott sé að við að þegar lagt af stað á hjólinu er vera örlítið miða kalt í fyrstu	O C O O O O O O O O O O O O F O F O O O F O C O O O O C O O O O F F O F O O O
1937	Annar þátttakandi í ráðstefnunni , sá velski , kaus að nota hugtakið mósaík til þess að lýsa sambúð menningarhópa , frekar en hið margþvælda menningarlegur suðupottur , því hóparnir blönduðust ekki endilega , heldur mynduðu mörg ólík púsl heildarmyndina .	annar þátttakandi í ráðstefnunni sá velski kaus að nota hugtakið mósaík til þess að lýsa sambúð menningarhópa frekar en hið margþvælda menningarlegur suðupottur því hóparnir blönduðust ekki endilega heldur mynduðu mörg ólík púsl heildarmyndina	O O O O O O C O C O O O O O O O O O O O C O O O O C O O O C O O O O	annar þátttakandi í ráðstefnunni sá velski kaus að hugtakið nota mósaík til lýsa þess að sambúð menningarhópa frekar en hið margþvælda menningarlegur suðupottur því blönduðust hóparnir ekki endilega heldur mörg ólík púsl mynduðu heildarmyndina	O O O O O O C O O F O O F O O O O O O O O O O O F O O O O O O O F O
1938	Lavrov sagði stjórnvöld í Moskvu hafa farið fram á það við Sameinuðu þjóðirnar að þau létu ekki undan þrýstingi og skilyrðum Tyrkja og sendu Kúrdum í Sýrlandi boð um þátttöku í viðræðunum , en ný lota friðarumleitana hófst í Genf í dag .	lavrov sagði stjórnvöld í moskvu hafa farið fram á það við sameinuðu þjóðirnar að þau létu ekki undan þrýstingi og skilyrðum tyrkja og sendu kúrdum í sýrlandi boð um þátttöku í viðræðunum en ný lota friðarumleitana hófst í genf í dag	O C O O O O C C O O O O O O O O C O O O O O O O C O O O O O O O O O O O C O O O O	lavrov sagði stjórnvöld í moskvu farið hafa fram á það við sameinuðu þjóðirnar að létu þau ekki undan þrýstingi og skilyrðum tyrkja og kúrdum í sýrlandi boð um þátttöku í viðræðunum sendu en ný lota friðarumleitana hófst í genf í dag	O C O O O F F O O O O O O O F O O O O O O O O O O O O O O O O F O O O O C O O O O
1939	Þingmenn úr röðum stjórnar jafnt sem stjórnarandstöðu kröfðust þess í gær að þing yrði kallað saman til aukafundar svo hægt yrði að leggja fram og greiða atkvæði um tillögu þess efnis , að Bandaríkjaher skuli hverfa af írakskri grund þegar í stað .	þingmenn úr röðum stjórnar jafnt sem stjórnarandstöðu kröfðust þess í gær að þing yrði kallað saman til aukafundar svo hægt yrði að leggja fram og greiða atkvæði um tillögu þess efnis að bandaríkjaher skuli hverfa af írakskri grund þegar í stað	O O O O O O O C O O O O O C O O O C O O C O C O O C O O O O O O O C C O O O O O O	þingmenn úr röðum stjórnar jafnt sem stjórnarandstöðu kröfðust þess í gær að kallað yrði þing saman til aukafundar yrði svo hægt að fram leggja og greiða atkvæði um tillögu þess efnis að bandaríkjaher skuli af írakskri grund hverfa þegar í stað	O O O O O O O C O O O O F C O O O O F O O O O F O C O O O O O O O C O O O F O O O
1940	Á einu hóteli fengum við ekki að komast inn en það var mikið um að deildarstjórar og millistjórnendur á hótelum hafi verið að ganga í störf hótelþerna og eitthvað um að hótelþernur hafi verið sjálfar að störfum , sagði Ragnheiður .	á einu hóteli fengum við ekki að komast inn en það var mikið um að deildarstjórar og millistjórnendur á hótelum hafi verið að ganga í störf hótelþerna og eitthvað um að hótelþernur hafi verið sjálfar að störfum sagði ragnheiður	O O O C O O O O C O O O O O O O O C O O O O O O C C O C O O O O C C O O O C O	á einu hóteli við ekki en að komast inn það mikið um fengum að og deildarstjórar og millistjórnendur á hótelum hafi verið að ganga í störf hótelþerna eitthvað um var að hótelþernur hafi sjálfar að störfum verið sagði ragnheiður	O O O O O O O C O O O O F O O O O O O O C C O C O O O O O F O O C O O O F C O
1941	Sandra Joyce , aðstoðarforstjóri upplýsingamála hjá FirEye , segir meðlimi APT 38 gefa sér langan tíma og þá allt að tvö ár , til þess að læra það sem þeir geta um þá aðila sem þeir ráðast á og læra á kerfi þeirra .	sandra joyce aðstoðarforstjóri upplýsingamála hjá fireye segir meðlimi apt 38 gefa sér langan tíma og þá allt að tvö ár til þess að læra það sem þeir geta um þá aðila sem þeir ráðast á og læra á kerfi þeirra	O O O O O O C O O O C O O O O O O O O O O O O C O O O O O O O C O O C O C O O O	sandra joyce aðstoðarforstjóri upplýsingamála hjá fireye segir meðlimi apt 38 gefa sér langan tíma og þá allt að tvö ár til þess að það læra geta sem þeir um þá aðila sem þeir ráðast á og læra á kerfi þeirra	O O O O O O C O O O C O O O O O O O O O O O O O F F O O O O O O O C O O C O O O
1942	Í samtali við BBC sögðu hjálparstarfsmenn að misnotkunin sé svo algeng að sumar sýrlenskar konur neiti að fara á dreifistöðvar vegna ótta um að fólk gerði þá ráð fyrir að þær bjóði líkama sinn í skiptum fyrir það sem þær komu með heim .	í samtali við bbc sögðu hjálparstarfsmenn að misnotkunin sé svo algeng að sumar sýrlenskar konur neiti að fara á dreifistöðvar vegna ótta um að fólk gerði þá ráð fyrir að þær bjóði líkama sinn í skiptum fyrir það sem þær komu með heim	O O O O C O O O C O O O O O O C O O O O O C O O O C O O O O O C O O O O O O O O C O O	í samtali við bbc hjálparstarfsmenn sé sögðu að misnotkunin svo algeng að sumar sýrlenskar konur vegna að fara á dreifistöðvar ótta um að neiti fólk þá gerði ráð fyrir að bjóði þær líkama sinn í skiptum fyrir það sem þær með komu heim	O O O O O F F O O O O O O O O O O C O O O O O F O O F O O O F O O O O O O O O O O F O
1943	Við erum ekki að tala um neina mokveiði en 3 — 5 fiskar á duglega veiðimenn er ekki óalgengt og það sem meira er að þetta er fallegur 2 — 3 punda urriði í flestum tilfellum og inn á milli eru þeir stærri .	við erum ekki að tala um neina mokveiði en 3 — 5 fiskar á duglega veiðimenn er ekki óalgengt og það sem meira er að þetta er fallegur 2 — 3 punda urriði í flestum tilfellum og inn á milli eru þeir stærri	O C O O O O O O O O O C O O O O O O O O C O O O C O O O O O C O O C O O O O O O O O O	við ekki en að tala um neina mokveiði 3 — 5 fiskar erum á duglega veiðimenn ekki óalgengt og það og er sem meira að þetta er fallegur 2 — 3 punda urriði í flestum tilfellum inn á milli er eru þeir stærri	O O O O C O O O O O O O F O O O O O O O O F O O O O C O O O O O O O O O O O O F C O O
1944	Í aðsendri grein Erdogan sem var birt í The Washington Post , þar sem Khashoggi starfaði , sakaði forsetinn stjórnvöld í Sádi-Arabíu um að neita að svara lykilspurningum um morðið , þrátt fyrir að þau hafi handtekið 18 grunaða einstaklinga fyrir nokkru síðan .	í aðsendri grein erdogan sem var birt í the washington post þar sem khashoggi starfaði sakaði forsetinn stjórnvöld í sádi-arabíu um að neita að svara lykilspurningum um morðið þrátt fyrir að þau hafi handtekið 18 grunaða einstaklinga fyrir nokkru síðan	O O O O C O O O O O C C O O O O O O O C O O C O C O O O O O O O C C O O O O O O	í aðsendri grein erdogan sem var í the birt washington post þar starfaði sem khashoggi sakaði forsetinn stjórnvöld í sádi-arabíu um neita að að svara lykilspurningum um morðið þrátt handtekið fyrir að þau 18 grunaða einstaklinga hafi fyrir nokkru síðan	O O O O O C O O F O O O F O O C O O O O O F O O C O O O O F O O O O O O F O O O
1945	Það eru jú einhverjar fjárhæðir og dagsetningar en ekkert sem breytir þeirri staðreynd að samskipti mín við bankann þau voru bara eðlileg , sagði Bjarni Benediktsson forsætisráðherra í samtali við Heimi Má Pétursson , fréttamann stöðvar 2 , eftir ríkisstjórnarfund í dag .	það eru jú einhverjar fjárhæðir og dagsetningar en ekkert sem breytir þeirri staðreynd að samskipti mín við bankann þau voru bara eðlileg sagði bjarni benediktsson forsætisráðherra í samtali við heimi má pétursson fréttamann stöðvar 2 eftir ríkisstjórnarfund í dag	O C O O O O O O O O C O O O O O O O O C O O C O O O O O O O O O O O O O O O O	það eru jú einhverjar fjárhæðir og dagsetningar en ekkert sem breytir þeirri staðreynd að samskipti mín við bankann þau voru bara eðlileg bjarni benediktsson forsætisráðherra í samtali við heimi má pétursson fréttamann stöðvar 2 eftir ríkisstjórnarfund í dag sagði	O C O O O O O O O O C O O O O O O O O C O O O O O O O O O O O O O O O O O O F
1946	Ellen er ellefu ára stúlka sem býr ásamt móður sinni og bróður sínum á unglingsaldri í góðri íbúð í blokk sem er að mestu sögusvið bókarinnar .	ellen er ellefu ára stúlka sem býr ásamt móður sinni og bróður sínum á unglingsaldri í góðri íbúð í blokk sem er að mestu sögusvið bókarinnar	O C O O O O C O O O O O O O O O O O O O O C O O O O	ellen er ellefu ára stúlka sem ásamt móður sinni og bróður sínum á unglingsaldri býr í góðri íbúð í blokk sem er að mestu sögusvið bókarinnar	O C O O O O O O O O O O O O F O O O O O O C O O O O
1947	Tilkoma tengipunkts í Ísafjarðardjúpi og staðsetning hans ( í Miðdal ) styður við mögulega framtíðarþróun flutningskerfisins , t.d. tvöföldun tengingar inn á Ísafjarðarsvæðið með tengingu innfjarða .	tilkoma tengipunkts í ísafjarðardjúpi og staðsetning hans í miðdal styður við mögulega framtíðarþróun flutningskerfisins t.d. tvöföldun tengingar inn á ísafjarðarsvæðið með tengingu innfjarða	O O O O O O O O O C O O O O O O O O O O O O O	tilkoma tengipunkts í ísafjarðardjúpi og styður staðsetning hans í miðdal við mögulega framtíðarþróun flutningskerfisins t.d. tvöföldun tengingar inn á ísafjarðarsvæðið með tengingu innfjarða	O O O O O F O O O O O O O O O O O O O O O O O
1948	Meirihluti þeirra á þingi byggir á því að nokkur fjöldi atkvæða féllu í skaut flokka sem ekki náðu nægum fjölda atkvæða til að komast á þing .	meirihluti þeirra á þingi byggir á því að nokkur fjöldi atkvæða féllu í skaut flokka sem ekki náðu nægum fjölda atkvæða til að komast á þing	O O O O C O O O O O O C O O O O O C O O O O O C O O	meirihluti þeirra byggir á þingi á því að nokkur fjöldi atkvæða féllu í skaut flokka sem ekki náðu nægum fjölda atkvæða til komast að á þing	O O F O O O O O O O O C O O O O O C O O O O F O O O
1949	Þá telur félagið að uppsögn Sigríðar Sigurðardóttur safnstjóra stafi af því að fagleg rök í safnastarfi hafi verið sniðgengin þegar ákvarðanir hafi verið teknar um húsnæðismál safnsins .	þá telur félagið að uppsögn sigríðar sigurðardóttur safnstjóra stafi af því að fagleg rök í safnastarfi hafi verið sniðgengin þegar ákvarðanir hafi verið teknar um húsnæðismál safnsins	O C O O O O O O C O O O O O O O C C C O O C C C O O O	þá telur félagið að stafi uppsögn sigríðar sigurðardóttur safnstjóra af því verið að fagleg rök hafi í safnastarfi sniðgengin þegar ákvarðanir hafi verið teknar um húsnæðismál safnsins	O C O O F O O O O O O F O O O F O O C O O C C C O O O
1950	Ríkið er að styrkja miðlægu þjónustugáttina Ísland.is , þar sem einstaklingar og fyrirtæki munu geta sótt nær alla opinbera þjónustu með stafrænum hætti þvert á stofnanir .	ríkið er að styrkja miðlægu þjónustugáttina ísland.is þar sem einstaklingar og fyrirtæki munu geta sótt nær alla opinbera þjónustu með stafrænum hætti þvert á stofnanir	O C O C O O O O O O O O C C O O O O O O O O O O C	ríkið er að styrkja miðlægu þjónustugáttina ísland.is þar sem sótt einstaklingar og fyrirtæki geta nær alla opinbera þjónustu munu með stafrænum hætti þvert á stofnanir	O C O C O O O O O F O O O C O O O O F O O O O O O
1951	Auðvitað er það þannig að þau ár sem voru tekin af þeim sem þurftu að afplána dóma , jafnvel bestu árin , verða aldrei bætt .	auðvitað er það þannig að þau ár sem voru tekin af þeim sem þurftu að afplána dóma jafnvel bestu árin verða aldrei bætt	O C O O O O O O O O O C O C O O C O C O C O C	auðvitað er það þannig að bætt þau sem voru tekin af þeim þurftu sem að dóma afplána ár jafnvel bestu verða árin aldrei	O C O O O F O O C C O O F O O O F O O O C O O
1952	Um árlega samkomu er að ræða en í ár er afmæli Séra Friðriks Friðrikssonar , eins stofnenda KFUM og KFUK auk íþróttafélaganna Vals og Hauka , fagnað sérstaklega .	um árlega samkomu er að ræða en í ár er afmæli séra friðriks friðrikssonar eins stofnenda kfum og kfuk auk íþróttafélaganna vals og hauka fagnað sérstaklega	O O O C O O C O O C O O O O O O O O O O O O O O C O	um árlega samkomu er að ræða en í ár afmæli séra friðriks friðrikssonar eins stofnenda kfum og kfuk er auk íþróttafélaganna vals og hauka fagnað sérstaklega	O O O C O C O O O O O O O O O O O O F O O O O O C O
1953	Hún hafi fundið sér leið í þeim efnum , með því að finna sér milligöngumann , karl , sem talaði fyrir hennar hönd við hina karlana .	hún hafi fundið sér leið í þeim efnum með því að finna sér milligöngumann karl sem talaði fyrir hennar hönd við hina karlana	O C C O O O O O O O O C O O O O C O O O O O O	hún sér fundið leið hafi í þeim efnum með því finna að sér milligöngumann karl talaði sem fyrir hennar hönd við hina karlana	O O C O F O O O O O F O O O O F O O O O O O O
1954	Það sé þó ekki endilega nægjanleg ástæða til að stefnan sé endurskoðuð , að teknu tilliti til rakanna á bak við stefnumörkunar á sviði opinberra fjármála .	það sé þó ekki endilega nægjanleg ástæða til að stefnan sé endurskoðuð að teknu tilliti til rakanna á bak við stefnumörkunar á sviði opinberra fjármála	O C O O O O O O O O C C O O O O O O O O O O O O O	það þó ekki endilega nægjanleg ástæða sé til að sé stefnan endurskoðuð að teknu tilliti til rakanna á bak við stefnumörkunar á sviði opinberra fjármála	O O O O O O F O O F O C O O O O O O O O O O O O O
1955	Hún segir þeim að það sé um seinan enda sé hann dáinn , segir Guðný og útskýrir að fjölskyldan sé virkilega ósátt við einkarekna meðferðarheimilið .	hún segir þeim að það sé um seinan enda sé hann dáinn segir guðný og útskýrir að fjölskyldan sé virkilega ósátt við einkarekna meðferðarheimilið	O C O O O C O O O C O C C O O C O O C O O O O O	hún segir þeim að það um seinan sé enda hann dáinn sé segir guðný og að fjölskyldan virkilega ósátt sé útskýrir við einkarekna meðferðarheimilið	O C O O O O O F O O F F C O O O O O O F F O O O
1956	Ég vil þakka ykkur fyrir allan kærleikann og öll hvatningarorðin .	ég vil þakka ykkur fyrir allan kærleikann og öll hvatningarorðin	O C C O O O O O O O	ég ykkur fyrir allan kærleikann og öll vil þakka hvatningarorðin	O O O O O O O F F O
1957	Það muni þó gerast í nokkrum skrefum á næstu misserum .	það muni þó gerast í nokkrum skrefum á næstu misserum	O C O C O O O O O O	það muni þó gerast í nokkrum skrefum á næstu misserum	O C O C O O O O O O
1958	Að afskrifa Landeyjahöfn eða gera hana að sumarhöfn er annað mál .	að afskrifa landeyjahöfn eða gera hana að sumarhöfn er annað mál	O C O O C O O O C O O	að landeyjahöfn eða afskrifa gera hana að sumarhöfn er annað mál	O O O F C O O O C O O
1959	Vel getur verið að hann hafi líka fengið heimild til símhlerana .	vel getur verið að hann hafi líka fengið heimild til símhlerana	O C C O O C O C O O O	vel verið getur að hann hafi líka fengið heimild til símhlerana	O F F O O C O C O O O
1960	Hann rifjar upp mjög skemmtilega sögu af samskiptum hans við Hörð .	hann rifjar upp mjög skemmtilega sögu af samskiptum hans við hörð	O C O O O O O O O O O	hann upp mjög skemmtilega sögu rifjar af samskiptum hans við hörð	O O O O O F O O O O O
1961	Dóttirin hafði ekki umgengist föður sinn misserin áður en dómur féll .	dóttirin hafði ekki umgengist föður sinn misserin áður en dómur féll	O C O C O O O O O O C	dóttirin hafði umgengist ekki föður sinn misserin áður féll en dómur	O C F O O O O O F O O
1962	Selfossþrenna , tvenna eða hvað gerir hann með ungu strákana hans Patta	selfossþrenna tvenna eða hvað gerir hann með ungu strákana hans patta	O O O O C O O O O O O	selfossþrenna tvenna eða hvað gerir hann með ungu strákana hans patta	O O O O C O O O O O O
1963	Í tölum Hagstofunnar kemur í ljós umtalsverður munur á heildartekjum kynjanna .	í tölum hagstofunnar kemur í ljós umtalsverður munur á heildartekjum kynjanna	O O O C O O O O O O O	í tölum hagstofunnar kemur í ljós umtalsverður munur á heildartekjum kynjanna	O O O C O O O O O O O
1964	Talið er að þau hafi komið að athöfninni með einhverjum hætti .	talið er að þau hafi komið að athöfninni með einhverjum hætti	C C O O C C O O O O O	er talið að þau hafi komið að athöfninni með einhverjum hætti	F F O O C C O O O O O
1965	Geimfarið Juno er sá mannbyggði hlutur sem hefur náð mestum hraða .	geimfarið juno er sá mannbyggði hlutur sem hefur náð mestum hraða	O O C O O O O C C O O	geimfarið juno sá er mannbyggði hlutur hefur sem náð mestum hraða	O O O F O O F O C O O
1966	Sara Danius sem sagt sig frá störfum Sænsku akademíunnar , sem frá 1901 hefur ár hvert veitt Nóbelsverðlaun í bókmenntum , en hún hefur gegnt formennsku í akademíunni frá því í ársbyrjun 2015 .	sara danius sem sagt sig frá störfum sænsku akademíunnar sem frá 1901 hefur ár hvert veitt nóbelsverðlaun í bókmenntum en hún hefur gegnt formennsku í akademíunni frá því í ársbyrjun 2015	O O O C O O O O O O O O O C O O C O O O O C C O O O O O O O O	sara danius sem sagt sig frá störfum sænsku akademíunnar veitt sem frá 1901 hefur ár hvert nóbelsverðlaun í bókmenntum en hún hefur gegnt formennsku í akademíunni frá því í ársbyrjun 2015	O O O C O O O O O F O O O F O O O O O O O C C O O O O O O O O
1967	Sverrir tekur við embættinu af Gunnari Björnssyni sem tekur við starfi sérfræðings á skrifstofu stjórnunar og umbóta og mun vinna að verkefnum er fela m.a. í sér endurskoðun lífeyrismála og regluverki opinbera vinnumarkaðarins .	sverrir tekur við embættinu af gunnari björnssyni sem tekur við starfi sérfræðings á skrifstofu stjórnunar og umbóta og mun vinna að verkefnum er fela m.a. í sér endurskoðun lífeyrismála og regluverki opinbera vinnumarkaðarins	O C O O O O O O C O O O O O O O O O C C O O O O O O O C O O O O O	sverrir tekur við embættinu af gunnari björnssyni sem við starfi sérfræðings á skrifstofu stjórnunar tekur og umbóta og vinna að verkefnum og er fela m.a. í sér endurskoðun lífeyrismála regluverki opinbera vinnumarkaðarins mun	O C O O O O O O O O O O O O F O O O F O O O O C O O O O O O O O F
1968	Plata Karen O og Danger Mouse sem beðið hefur verið með óþreyju , Lux Prima , kom út í síðustu viku og er að skora frekar hátt á Metacritic eða 87 100 .	plata karen o og danger mouse sem beðið hefur verið með óþreyju lux prima kom út í síðustu viku og er að skora frekar hátt á metacritic eða 87 100	O O O O O O O O C O O O O O C O C C O O C O C O O O O O O O	plata karen o og danger mouse verið beðið sem hefur með óþreyju lux er kom prima út í síðustu viku og að skora frekar hátt á metacritic eða 87 100	O O O O O O F C O F O O O F C O O O O O O O C O O O O O O O
1969	Svo sagði Jesús sjálfur þegar hann var kominn til vits og ára : Hver sá sem ekki tekur á móti Guðs ríki eins og barn mun aldrei inn í það koma .	svo sagði jesús sjálfur þegar hann var kominn til vits og ára hver sá sem ekki tekur á móti guðs ríki eins og barn mun aldrei inn í það koma	O C O O O O C C O O O O O O C O O O O C O O C O O O O O O O	svo jesús sagði sjálfur þegar hann var kominn til vits og ára mun hver sem ekki tekur á móti guðs ríki eins og barn sá aldrei inn í koma það	O O F O O O C C O O O O F O O O C O O O O O O O O O O O F O
